"Kod";"Nazwa";"Dochody";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2801000;"Powiat bartoszycki";"ogółem";"2018";76160143,25;"zł";"";
2802000;"Powiat braniewski";"ogółem";"2014";47038024,62;"zł";"";
2802000;"Powiat braniewski";"ogółem";"2015";53643896,38;"zł";"";
2802000;"Powiat braniewski";"ogółem";"2016";47219800,22;"zł";"";
2802000;"Powiat braniewski";"ogółem";"2017";49119867,12;"zł";"";
2802000;"Powiat braniewski";"ogółem";"2018";55412225,51;"zł";"";
2803000;"Powiat działdowski";"ogółem";"2014";57759500,47;"zł";"";
2803000;"Powiat działdowski";"ogółem";"2015";58770138,85;"zł";"";
2803000;"Powiat działdowski";"ogółem";"2016";60383270,84;"zł";"";
2803000;"Powiat działdowski";"ogółem";"2017";64230378,23;"zł";"";
2803000;"Powiat działdowski";"ogółem";"2018";66135352,98;"zł";"";
2804000;"Powiat elbląski";"ogółem";"2014";51094916,21;"zł";"";
2804000;"Powiat elbląski";"ogółem";"2015";52641791,35;"zł";"";
2804000;"Powiat elbląski";"ogółem";"2016";53441120,79;"zł";"";
2804000;"Powiat elbląski";"ogółem";"2017";60614823,70;"zł";"";
2804000;"Powiat elbląski";"ogółem";"2018";67820299,29;"zł";"";
2805000;"Powiat ełcki";"ogółem";"2014";98480411,84;"zł";"";
2805000;"Powiat ełcki";"ogółem";"2015";100091231,05;"zł";"";
2805000;"Powiat ełcki";"ogółem";"2016";105934561,97;"zł";"";
2805000;"Powiat ełcki";"ogółem";"2017";109499983,93;"zł";"";
2805000;"Powiat ełcki";"ogółem";"2018";125139620,87;"zł";"";
2806000;"Powiat giżycki";"ogółem";"2014";70638595,88;"zł";"";
2806000;"Powiat giżycki";"ogółem";"2015";70373832,76;"zł";"";
2806000;"Powiat giżycki";"ogółem";"2016";71125873,37;"zł";"";
2806000;"Powiat giżycki";"ogółem";"2017";73286378,92;"zł";"";
2806000;"Powiat giżycki";"ogółem";"2018";83237560,31;"zł";"";
2807000;"Powiat iławski";"ogółem";"2014";104290520,30;"zł";"";
2807000;"Powiat iławski";"ogółem";"2015";99680292,25;"zł";"";
2807000;"Powiat iławski";"ogółem";"2016";101010459,71;"zł";"";
2807000;"Powiat iławski";"ogółem";"2017";98770832,77;"zł";"";
2807000;"Powiat iławski";"ogółem";"2018";107855382,59;"zł";"";
2808000;"Powiat kętrzyński";"ogółem";"2014";62685097,25;"zł";"";
2808000;"Powiat kętrzyński";"ogółem";"2015";61387037,01;"zł";"";
2808000;"Powiat kętrzyński";"ogółem";"2016";67772819,08;"zł";"";
2808000;"Powiat kętrzyński";"ogółem";"2017";71491521,70;"zł";"";
2808000;"Powiat kętrzyński";"ogółem";"2018";72410751,84;"zł";"";
2809000;"Powiat lidzbarski";"ogółem";"2014";82604323,62;"zł";"";
2809000;"Powiat lidzbarski";"ogółem";"2015";74385148,27;"zł";"";
2809000;"Powiat lidzbarski";"ogółem";"2016";48331553,59;"zł";"";
2809000;"Powiat lidzbarski";"ogółem";"2017";50785163,79;"zł";"";
2809000;"Powiat lidzbarski";"ogółem";"2018";53784044,60;"zł";"";
2810000;"Powiat mrągowski";"ogółem";"2014";53893448,37;"zł";"";
2810000;"Powiat mrągowski";"ogółem";"2015";52686754,15;"zł";"";
2810000;"Powiat mrągowski";"ogółem";"2016";51276331,04;"zł";"";
2810000;"Powiat mrągowski";"ogółem";"2017";52515387,81;"zł";"";
2810000;"Powiat mrągowski";"ogółem";"2018";56011124,62;"zł";"";
2811000;"Powiat nidzicki";"ogółem";"2014";36714702,72;"zł";"";
2811000;"Powiat nidzicki";"ogółem";"2015";38625521,85;"zł";"";
2811000;"Powiat nidzicki";"ogółem";"2016";40868857,69;"zł";"";
2811000;"Powiat nidzicki";"ogółem";"2017";40627368,02;"zł";"";
2811000;"Powiat nidzicki";"ogółem";"2018";41167774,95;"zł";"";
2812000;"Powiat nowomiejski";"ogółem";"2014";36360405,12;"zł";"";
2812000;"Powiat nowomiejski";"ogółem";"2015";39019450,34;"zł";"";
2812000;"Powiat nowomiejski";"ogółem";"2016";42199315,45;"zł";"";
2812000;"Powiat nowomiejski";"ogółem";"2017";40952587,19;"zł";"";
2812000;"Powiat nowomiejski";"ogółem";"2018";46182462,33;"zł";"";
2813000;"Powiat olecki";"ogółem";"2014";46188801,96;"zł";"";
2813000;"Powiat olecki";"ogółem";"2015";50809837,75;"zł";"";
2813000;"Powiat olecki";"ogółem";"2016";47612581,00;"zł";"";
2813000;"Powiat olecki";"ogółem";"2017";51601822,95;"zł";"";
2813000;"Powiat olecki";"ogółem";"2018";51320689,52;"zł";"";
2814000;"Powiat olsztyński";"ogółem";"2014";127011131,08;"zł";"";
2814000;"Powiat olsztyński";"ogółem";"2015";108415112,89;"zł";"";
2814000;"Powiat olsztyński";"ogółem";"2016";111599559,18;"zł";"";
2814000;"Powiat olsztyński";"ogółem";"2017";122286355,63;"zł";"";
2814000;"Powiat olsztyński";"ogółem";"2018";127094510,32;"zł";"";
2815000;"Powiat ostródzki";"ogółem";"2014";117848371,86;"zł";"";
2815000;"Powiat ostródzki";"ogółem";"2015";118817618,82;"zł";"";
2815000;"Powiat ostródzki";"ogółem";"2016";118043840,08;"zł";"";
2815000;"Powiat ostródzki";"ogółem";"2017";131183103,39;"zł";"";
2815000;"Powiat ostródzki";"ogółem";"2018";155221311,13;"zł";"";
2816000;"Powiat piski";"ogółem";"2014";66812182,47;"zł";"";
2816000;"Powiat piski";"ogółem";"2015";66051419,51;"zł";"";
2816000;"Powiat piski";"ogółem";"2016";62139674,45;"zł";"";
2816000;"Powiat piski";"ogółem";"2017";65012857,61;"zł";"";
2816000;"Powiat piski";"ogółem";"2018";78054604,28;"zł";"";
2817000;"Powiat szczycieński";"ogółem";"2014";73681989,88;"zł";"";
2817000;"Powiat szczycieński";"ogółem";"2015";75707532,31;"zł";"";
2817000;"Powiat szczycieński";"ogółem";"2016";80040697,81;"zł";"";
2817000;"Powiat szczycieński";"ogółem";"2017";80557879,06;"zł";"";
2817000;"Powiat szczycieński";"ogółem";"2018";84469376,58;"zł";"";
2818000;"Powiat gołdapski";"ogółem";"2014";31272633,87;"zł";"";
2818000;"Powiat gołdapski";"ogółem";"2015";29625891,10;"zł";"";
2818000;"Powiat gołdapski";"ogółem";"2016";26063383,16;"zł";"";
2818000;"Powiat gołdapski";"ogółem";"2017";28005485,43;"zł";"";
2818000;"Powiat gołdapski";"ogółem";"2018";40437871,11;"zł";"";
2819000;"Powiat węgorzewski";"ogółem";"2014";36664780,33;"zł";"";
2819000;"Powiat węgorzewski";"ogółem";"2015";36619095,09;"zł";"";
2819000;"Powiat węgorzewski";"ogółem";"2016";36610473,49;"zł";"";
2819000;"Powiat węgorzewski";"ogółem";"2017";39322991,38;"zł";"";
2819000;"Powiat węgorzewski";"ogółem";"2018";42971996,45;"zł";"";
3001000;"Powiat chodzieski";"ogółem";"2014";48120790,28;"zł";"";
3001000;"Powiat chodzieski";"ogółem";"2015";45996009,07;"zł";"";
3001000;"Powiat chodzieski";"ogółem";"2016";46186953,43;"zł";"";
3001000;"Powiat chodzieski";"ogółem";"2017";49110643,34;"zł";"";
3001000;"Powiat chodzieski";"ogółem";"2018";53197449,89;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"2014";85802472,29;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"2015";85641492,51;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"2016";87871245,46;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"2017";92430343,55;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"2018";95406923,96;"zł";"";
3003000;"Powiat gnieźnieński";"ogółem";"2014";124686873,76;"zł";"";
3003000;"Powiat gnieźnieński";"ogółem";"2015";122840884,28;"zł";"";
3003000;"Powiat gnieźnieński";"ogółem";"2016";131837574,83;"zł";"";
3003000;"Powiat gnieźnieński";"ogółem";"2017";138710841,34;"zł";"";
3003000;"Powiat gnieźnieński";"ogółem";"2018";167002869,93;"zł";"";
3004000;"Powiat gostyński";"ogółem";"2014";68349159,66;"zł";"";
3004000;"Powiat gostyński";"ogółem";"2015";70915837,48;"zł";"";
3004000;"Powiat gostyński";"ogółem";"2016";80492432,95;"zł";"";
3004000;"Powiat gostyński";"ogółem";"2017";81581625,55;"zł";"";
3004000;"Powiat gostyński";"ogółem";"2018";80697083,80;"zł";"";
3005000;"Powiat grodziski";"ogółem";"2014";36507133,01;"zł";"";
3005000;"Powiat grodziski";"ogółem";"2015";39339935,29;"zł";"";
3005000;"Powiat grodziski";"ogółem";"2016";39606087,77;"zł";"";
3005000;"Powiat grodziski";"ogółem";"2017";41241474,31;"zł";"";
3005000;"Powiat grodziski";"ogółem";"2018";43760341,46;"zł";"";
3006000;"Powiat jarociński";"ogółem";"2014";65995826,69;"zł";"";
3006000;"Powiat jarociński";"ogółem";"2015";72117044,71;"zł";"";
3006000;"Powiat jarociński";"ogółem";"2016";71105752,40;"zł";"";
3006000;"Powiat jarociński";"ogółem";"2017";77765297,78;"zł";"";
3006000;"Powiat jarociński";"ogółem";"2018";83187494,82;"zł";"";
3007000;"Powiat kaliski";"ogółem";"2014";47575085,63;"zł";"";
3007000;"Powiat kaliski";"ogółem";"2015";51291078,23;"zł";"";
3007000;"Powiat kaliski";"ogółem";"2016";50049269,59;"zł";"";
3007000;"Powiat kaliski";"ogółem";"2017";51584499,81;"zł";"";
3007000;"Powiat kaliski";"ogółem";"2018";69504793,16;"zł";"";
3008000;"Powiat kępiński";"ogółem";"2014";51466210,14;"zł";"";
3008000;"Powiat kępiński";"ogółem";"2015";48577357,46;"zł";"";
3008000;"Powiat kępiński";"ogółem";"2016";53626884,76;"zł";"";
3008000;"Powiat kępiński";"ogółem";"2017";62892770,23;"zł";"";
3008000;"Powiat kępiński";"ogółem";"2018";69508340,54;"zł";"";
3009000;"Powiat kolski";"ogółem";"2014";75120186,03;"zł";"";
3009000;"Powiat kolski";"ogółem";"2015";72154163,61;"zł";"";
3009000;"Powiat kolski";"ogółem";"2016";76446860,62;"zł";"";
3009000;"Powiat kolski";"ogółem";"2017";84980062,53;"zł";"";
3009000;"Powiat kolski";"ogółem";"2018";86240779,58;"zł";"";
3010000;"Powiat koniński";"ogółem";"2014";76633636,93;"zł";"";
3010000;"Powiat koniński";"ogółem";"2015";77744207,22;"zł";"";
3010000;"Powiat koniński";"ogółem";"2016";94619061,82;"zł";"";
3010000;"Powiat koniński";"ogółem";"2017";93095333,64;"zł";"";
3010000;"Powiat koniński";"ogółem";"2018";104792163,96;"zł";"";
3011000;"Powiat kościański";"ogółem";"2014";62614998,70;"zł";"";
3011000;"Powiat kościański";"ogółem";"2015";65963115,87;"zł";"";
3011000;"Powiat kościański";"ogółem";"2016";70810910,27;"zł";"";
3011000;"Powiat kościański";"ogółem";"2017";82349502,03;"zł";"";
3011000;"Powiat kościański";"ogółem";"2018";93829804,92;"zł";"";
3012000;"Powiat krotoszyński";"ogółem";"2014";83866586,29;"zł";"";
3012000;"Powiat krotoszyński";"ogółem";"2015";83963631,72;"zł";"";
3012000;"Powiat krotoszyński";"ogółem";"2016";81295455,98;"zł";"";
3012000;"Powiat krotoszyński";"ogółem";"2017";86581762,98;"zł";"";
3012000;"Powiat krotoszyński";"ogółem";"2018";94904277,11;"zł";"";
3013000;"Powiat leszczyński";"ogółem";"2014";38738781,72;"zł";"";
3013000;"Powiat leszczyński";"ogółem";"2015";43901695,71;"zł";"";
3013000;"Powiat leszczyński";"ogółem";"2016";37499976,84;"zł";"";
3013000;"Powiat leszczyński";"ogółem";"2017";63857199,34;"zł";"";
3013000;"Powiat leszczyński";"ogółem";"2018";71811709,46;"zł";"";
3014000;"Powiat międzychodzki";"ogółem";"2014";45169015,76;"zł";"";
3014000;"Powiat międzychodzki";"ogółem";"2015";44341054,76;"zł";"";
3014000;"Powiat międzychodzki";"ogółem";"2016";48948666,48;"zł";"";
3014000;"Powiat międzychodzki";"ogółem";"2017";52027648,97;"zł";"";
3014000;"Powiat międzychodzki";"ogółem";"2018";53136991,78;"zł";"";
3015000;"Powiat nowotomyski";"ogółem";"2014";55694560,05;"zł";"";
3015000;"Powiat nowotomyski";"ogółem";"2015";57243191,87;"zł";"";
3015000;"Powiat nowotomyski";"ogółem";"2016";63450424,36;"zł";"";
3015000;"Powiat nowotomyski";"ogółem";"2017";63449328,56;"zł";"";
3015000;"Powiat nowotomyski";"ogółem";"2018";66403143,89;"zł";"";
3016000;"Powiat obornicki";"ogółem";"2014";46418552,43;"zł";"";
3016000;"Powiat obornicki";"ogółem";"2015";50916298,18;"zł";"";
3016000;"Powiat obornicki";"ogółem";"2016";47853845,38;"zł";"";
3016000;"Powiat obornicki";"ogółem";"2017";51519763,52;"zł";"";
3016000;"Powiat obornicki";"ogółem";"2018";53536794,80;"zł";"";
3017000;"Powiat ostrowski";"ogółem";"2014";140456801,89;"zł";"";
3017000;"Powiat ostrowski";"ogółem";"2015";134950057,52;"zł";"";
3017000;"Powiat ostrowski";"ogółem";"2016";139669540,14;"zł";"";
3017000;"Powiat ostrowski";"ogółem";"2017";146412701,60;"zł";"";
3017000;"Powiat ostrowski";"ogółem";"2018";166386550,00;"zł";"";
3018000;"Powiat ostrzeszowski";"ogółem";"2014";58599126,41;"zł";"";
3018000;"Powiat ostrzeszowski";"ogółem";"2015";59208922,49;"zł";"";
3018000;"Powiat ostrzeszowski";"ogółem";"2016";62295637,81;"zł";"";
3018000;"Powiat ostrzeszowski";"ogółem";"2017";63390163,33;"zł";"";
3018000;"Powiat ostrzeszowski";"ogółem";"2018";67602227,11;"zł";"";
3019000;"Powiat pilski";"ogółem";"2014";139982756,98;"zł";"";
3019000;"Powiat pilski";"ogółem";"2015";139108569,36;"zł";"";
3019000;"Powiat pilski";"ogółem";"2016";137729858,98;"zł";"";
3019000;"Powiat pilski";"ogółem";"2017";145697560,05;"zł";"";
3019000;"Powiat pilski";"ogółem";"2018";154334075,46;"zł";"";
3020000;"Powiat pleszewski";"ogółem";"2014";90715144,78;"zł";"";
3020000;"Powiat pleszewski";"ogółem";"2015";80751180,17;"zł";"";
3020000;"Powiat pleszewski";"ogółem";"2016";78836321,90;"zł";"";
3020000;"Powiat pleszewski";"ogółem";"2017";82886956,11;"zł";"";
3020000;"Powiat pleszewski";"ogółem";"2018";83296008,02;"zł";"";
3021000;"Powiat poznański";"ogółem";"2014";233612256,88;"zł";"";
3021000;"Powiat poznański";"ogółem";"2015";239579845,03;"zł";"";
3021000;"Powiat poznański";"ogółem";"2016";254460420,51;"zł";"";
3021000;"Powiat poznański";"ogółem";"2017";289167151,00;"zł";"";
3021000;"Powiat poznański";"ogółem";"2018";347017141,97;"zł";"";
3022000;"Powiat rawicki";"ogółem";"2014";50905565,64;"zł";"";
3022000;"Powiat rawicki";"ogółem";"2015";50681627,80;"zł";"";
3022000;"Powiat rawicki";"ogółem";"2016";52576932,36;"zł";"";
3022000;"Powiat rawicki";"ogółem";"2017";55297657,45;"zł";"";
3022000;"Powiat rawicki";"ogółem";"2018";60740357,09;"zł";"";
3023000;"Powiat słupecki";"ogółem";"2014";69590294,14;"zł";"";
3023000;"Powiat słupecki";"ogółem";"2015";61045059,68;"zł";"";
3023000;"Powiat słupecki";"ogółem";"2016";63927856,90;"zł";"";
3023000;"Powiat słupecki";"ogółem";"2017";64549241,68;"zł";"";
3023000;"Powiat słupecki";"ogółem";"2018";69235613,86;"zł";"";
3024000;"Powiat szamotulski";"ogółem";"2014";72562434,92;"zł";"";
3024000;"Powiat szamotulski";"ogółem";"2015";73085968,53;"zł";"";
3024000;"Powiat szamotulski";"ogółem";"2016";75658671,02;"zł";"";
3024000;"Powiat szamotulski";"ogółem";"2017";79027705,47;"zł";"";
3024000;"Powiat szamotulski";"ogółem";"2018";81550757,46;"zł";"";
3025000;"Powiat średzki";"ogółem";"2014";45764930,33;"zł";"";
3025000;"Powiat średzki";"ogółem";"2015";44409012,68;"zł";"";
3025000;"Powiat średzki";"ogółem";"2016";55905582,98;"zł";"";
3025000;"Powiat średzki";"ogółem";"2017";60766531,08;"zł";"";
3025000;"Powiat średzki";"ogółem";"2018";61576310,97;"zł";"";
3026000;"Powiat śremski";"ogółem";"2014";59361976,08;"zł";"";
3026000;"Powiat śremski";"ogółem";"2015";59459255,86;"zł";"";
3026000;"Powiat śremski";"ogółem";"2016";63213005,39;"zł";"";
3026000;"Powiat śremski";"ogółem";"2017";66789153,52;"zł";"";
3026000;"Powiat śremski";"ogółem";"2018";66869594,81;"zł";"";
3027000;"Powiat turecki";"ogółem";"2014";77652149,61;"zł";"";
3027000;"Powiat turecki";"ogółem";"2015";74716221,37;"zł";"";
3027000;"Powiat turecki";"ogółem";"2016";77872752,37;"zł";"";
3027000;"Powiat turecki";"ogółem";"2017";83663646,17;"zł";"";
3027000;"Powiat turecki";"ogółem";"2018";88611964,26;"zł";"";
3028000;"Powiat wągrowiecki";"ogółem";"2014";72167319,20;"zł";"";
3028000;"Powiat wągrowiecki";"ogółem";"2015";70326471,30;"zł";"";
3028000;"Powiat wągrowiecki";"ogółem";"2016";73195828,77;"zł";"";
3028000;"Powiat wągrowiecki";"ogółem";"2017";75775069,05;"zł";"";
3028000;"Powiat wągrowiecki";"ogółem";"2018";81139524,50;"zł";"";
3029000;"Powiat wolsztyński";"ogółem";"2014";54979752,99;"zł";"";
3029000;"Powiat wolsztyński";"ogółem";"2015";55216215,61;"zł";"";
3029000;"Powiat wolsztyński";"ogółem";"2016";58028756,50;"zł";"";
3029000;"Powiat wolsztyński";"ogółem";"2017";58162167,94;"zł";"";
3029000;"Powiat wolsztyński";"ogółem";"2018";63092810,60;"zł";"";
3030000;"Powiat wrzesiński";"ogółem";"2014";63161918,20;"zł";"";
3030000;"Powiat wrzesiński";"ogółem";"2015";64209564,37;"zł";"";
3030000;"Powiat wrzesiński";"ogółem";"2016";67388593,99;"zł";"";
3030000;"Powiat wrzesiński";"ogółem";"2017";71939409,19;"zł";"";
3030000;"Powiat wrzesiński";"ogółem";"2018";105496136,62;"zł";"";
3031000;"Powiat złotowski";"ogółem";"2014";65882757,48;"zł";"";
3031000;"Powiat złotowski";"ogółem";"2015";59059802,05;"zł";"";
3031000;"Powiat złotowski";"ogółem";"2016";62605806,47;"zł";"";
3031000;"Powiat złotowski";"ogółem";"2017";62488730,31;"zł";"";
3031000;"Powiat złotowski";"ogółem";"2018";71968944,39;"zł";"";
3201000;"Powiat białogardzki";"ogółem";"2014";52445627,63;"zł";"";
3201000;"Powiat białogardzki";"ogółem";"2015";50864398,54;"zł";"";
3201000;"Powiat białogardzki";"ogółem";"2016";52292711,33;"zł";"";
3201000;"Powiat białogardzki";"ogółem";"2017";58997261,69;"zł";"";
3201000;"Powiat białogardzki";"ogółem";"2018";52684568,39;"zł";"";
3202000;"Powiat choszczeński";"ogółem";"2014";55467126,85;"zł";"";
3202000;"Powiat choszczeński";"ogółem";"2015";54465190,17;"zł";"";
3202000;"Powiat choszczeński";"ogółem";"2016";49929506,56;"zł";"";
3202000;"Powiat choszczeński";"ogółem";"2017";53909504,45;"zł";"";
3202000;"Powiat choszczeński";"ogółem";"2018";67957042,51;"zł";"";
3203000;"Powiat drawski";"ogółem";"2014";70248654,82;"zł";"";
3203000;"Powiat drawski";"ogółem";"2015";66619596,54;"zł";"";
3203000;"Powiat drawski";"ogółem";"2016";65319473,37;"zł";"";
3203000;"Powiat drawski";"ogółem";"2017";72471263,97;"zł";"";
3203000;"Powiat drawski";"ogółem";"2018";79183631,62;"zł";"";
3204000;"Powiat goleniowski";"ogółem";"2014";85853631,80;"zł";"";
3204000;"Powiat goleniowski";"ogółem";"2015";78329618,55;"zł";"";
3204000;"Powiat goleniowski";"ogółem";"2016";84438342,85;"zł";"";
3204000;"Powiat goleniowski";"ogółem";"2017";84096031,77;"zł";"";
3204000;"Powiat goleniowski";"ogółem";"2018";90899814,73;"zł";"";
3205000;"Powiat gryficki";"ogółem";"2014";75745381,97;"zł";"";
3205000;"Powiat gryficki";"ogółem";"2015";71974075,27;"zł";"";
3205000;"Powiat gryficki";"ogółem";"2016";72524047,32;"zł";"";
3205000;"Powiat gryficki";"ogółem";"2017";82443759,26;"zł";"";
3205000;"Powiat gryficki";"ogółem";"2018";97550853,12;"zł";"";
3206000;"Powiat gryfiński";"ogółem";"2014";70503442,53;"zł";"";
3206000;"Powiat gryfiński";"ogółem";"2015";68326056,13;"zł";"";
3206000;"Powiat gryfiński";"ogółem";"2016";72578670,56;"zł";"";
3206000;"Powiat gryfiński";"ogółem";"2017";75094497,40;"zł";"";
3206000;"Powiat gryfiński";"ogółem";"2018";87582463,54;"zł";"";
3207000;"Powiat kamieński";"ogółem";"2014";47513172,44;"zł";"";
3207000;"Powiat kamieński";"ogółem";"2015";44896173,91;"zł";"";
3207000;"Powiat kamieński";"ogółem";"2016";45786624,86;"zł";"";
3207000;"Powiat kamieński";"ogółem";"2017";54629340,73;"zł";"";
3207000;"Powiat kamieński";"ogółem";"2018";54319079,18;"zł";"";
3208000;"Powiat kołobrzeski";"ogółem";"2014";87552145,89;"zł";"";
3208000;"Powiat kołobrzeski";"ogółem";"2015";95703990,55;"zł";"";
3208000;"Powiat kołobrzeski";"ogółem";"2016";98329060,50;"zł";"";
3208000;"Powiat kołobrzeski";"ogółem";"2017";101753154,04;"zł";"";
3208000;"Powiat kołobrzeski";"ogółem";"2018";103177110,79;"zł";"";
3209000;"Powiat koszaliński";"ogółem";"2014";75661460,32;"zł";"";
3209000;"Powiat koszaliński";"ogółem";"2015";80558228,17;"zł";"";
3209000;"Powiat koszaliński";"ogółem";"2016";86773300,37;"zł";"";
3209000;"Powiat koszaliński";"ogółem";"2017";87728848,87;"zł";"";
3209000;"Powiat koszaliński";"ogółem";"2018";94976661,77;"zł";"";
3210000;"Powiat myśliborski";"ogółem";"2014";70240389,07;"zł";"";
3210000;"Powiat myśliborski";"ogółem";"2015";68027701,24;"zł";"";
3210000;"Powiat myśliborski";"ogółem";"2016";70724215,69;"zł";"";
3210000;"Powiat myśliborski";"ogółem";"2017";73793556,83;"zł";"";
3210000;"Powiat myśliborski";"ogółem";"2018";81592916,16;"zł";"";
3211000;"Powiat policki";"ogółem";"2014";75059049,83;"zł";"";
3211000;"Powiat policki";"ogółem";"2015";75673401,25;"zł";"";
3211000;"Powiat policki";"ogółem";"2016";79696663,39;"zł";"";
3211000;"Powiat policki";"ogółem";"2017";92146656,66;"zł";"";
3211000;"Powiat policki";"ogółem";"2018";102108739,32;"zł";"";
3212000;"Powiat pyrzycki";"ogółem";"2014";41839809,72;"zł";"";
3212000;"Powiat pyrzycki";"ogółem";"2015";41641607,18;"zł";"";
3212000;"Powiat pyrzycki";"ogółem";"2016";43287574,72;"zł";"";
3212000;"Powiat pyrzycki";"ogółem";"2017";43616518,53;"zł";"";
3212000;"Powiat pyrzycki";"ogółem";"2018";46549072,91;"zł";"";
3213000;"Powiat sławieński";"ogółem";"2014";54199252,40;"zł";"";
3213000;"Powiat sławieński";"ogółem";"2015";55872100,65;"zł";"";
3213000;"Powiat sławieński";"ogółem";"2016";58241975,43;"zł";"";
3213000;"Powiat sławieński";"ogółem";"2017";57073315,29;"zł";"";
3213000;"Powiat sławieński";"ogółem";"2018";63720330,16;"zł";"";
3214000;"Powiat stargardzki";"ogółem";"2014";105895640,26;"zł";"";
3214000;"Powiat stargardzki";"ogółem";"2015";106980993,82;"zł";"";
3214000;"Powiat stargardzki";"ogółem";"2016";109673605,12;"zł";"";
3214000;"Powiat stargardzki";"ogółem";"2017";116302313,64;"zł";"";
3214000;"Powiat stargardzki";"ogółem";"2018";122651158,11;"zł";"";
3215000;"Powiat szczecinecki";"ogółem";"2014";94021889,71;"zł";"";
3215000;"Powiat szczecinecki";"ogółem";"2015";99075410,02;"zł";"";
3215000;"Powiat szczecinecki";"ogółem";"2016";95701164,94;"zł";"";
3215000;"Powiat szczecinecki";"ogółem";"2017";95248507,70;"zł";"";
3215000;"Powiat szczecinecki";"ogółem";"2018";108345140,66;"zł";"";
3216000;"Powiat świdwiński";"ogółem";"2014";62074014,40;"zł";"";
3216000;"Powiat świdwiński";"ogółem";"2015";67799830,22;"zł";"";
3216000;"Powiat świdwiński";"ogółem";"2016";62556514,49;"zł";"";
3216000;"Powiat świdwiński";"ogółem";"2017";67555228,92;"zł";"";
3216000;"Powiat świdwiński";"ogółem";"2018";72617541,37;"zł";"";
3217000;"Powiat wałecki";"ogółem";"2014";48262613,00;"zł";"";
3217000;"Powiat wałecki";"ogółem";"2015";49704885,62;"zł";"";
3217000;"Powiat wałecki";"ogółem";"2016";45992425,86;"zł";"";
3217000;"Powiat wałecki";"ogółem";"2017";51118634,50;"zł";"";
3217000;"Powiat wałecki";"ogółem";"2018";67573687,41;"zł";"";
3218000;"Powiat łobeski";"ogółem";"2014";40510198,76;"zł";"";
3218000;"Powiat łobeski";"ogółem";"2015";37253859,59;"zł";"";
3218000;"Powiat łobeski";"ogółem";"2016";39193497,93;"zł";"";
3218000;"Powiat łobeski";"ogółem";"2017";43249011,12;"zł";"";
3218000;"Powiat łobeski";"ogółem";"2018";48776292,18;"zł";"";
