"Kod";"Nazwa";"Dochody";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0201000;"Powiat bolesławiecki";"ogółem";"2014";76664450,40;"zł";"";
0201000;"Powiat bolesławiecki";"ogółem";"2015";79570677,25;"zł";"";
0201000;"Powiat bolesławiecki";"ogółem";"2016";78888445,17;"zł";"";
0201000;"Powiat bolesławiecki";"ogółem";"2017";89987094,19;"zł";"";
0201000;"Powiat bolesławiecki";"ogółem";"2018";97759309,30;"zł";"";
0202000;"Powiat dzierżoniowski";"ogółem";"2014";92634251,52;"zł";"";
0202000;"Powiat dzierżoniowski";"ogółem";"2015";88722403,17;"zł";"";
0202000;"Powiat dzierżoniowski";"ogółem";"2016";90305735,32;"zł";"";
0202000;"Powiat dzierżoniowski";"ogółem";"2017";86424616,23;"zł";"";
0202000;"Powiat dzierżoniowski";"ogółem";"2018";95113299,14;"zł";"";
0203000;"Powiat głogowski";"ogółem";"2014";118608592,95;"zł";"";
0203000;"Powiat głogowski";"ogółem";"2015";101934469,06;"zł";"";
0203000;"Powiat głogowski";"ogółem";"2016";105316279,17;"zł";"";
0203000;"Powiat głogowski";"ogółem";"2017";108545939,12;"zł";"";
0203000;"Powiat głogowski";"ogółem";"2018";109565258,50;"zł";"";
0204000;"Powiat górowski";"ogółem";"2014";38819062,59;"zł";"";
0204000;"Powiat górowski";"ogółem";"2015";35705776,24;"zł";"";
0204000;"Powiat górowski";"ogółem";"2016";35767549,55;"zł";"";
0204000;"Powiat górowski";"ogółem";"2017";38726072,36;"zł";"";
0204000;"Powiat górowski";"ogółem";"2018";39661386,96;"zł";"";
0205000;"Powiat jaworski";"ogółem";"2014";53453109,34;"zł";"";
0205000;"Powiat jaworski";"ogółem";"2015";59145098,49;"zł";"";
0205000;"Powiat jaworski";"ogółem";"2016";53750216,62;"zł";"";
0205000;"Powiat jaworski";"ogółem";"2017";53831666,50;"zł";"";
0205000;"Powiat jaworski";"ogółem";"2018";64548430,56;"zł";"";
0206000;"Powiat jeleniogórski";"ogółem";"2014";65005859,82;"zł";"";
0206000;"Powiat jeleniogórski";"ogółem";"2015";68165736,42;"zł";"";
0206000;"Powiat jeleniogórski";"ogółem";"2016";65874849,88;"zł";"";
0206000;"Powiat jeleniogórski";"ogółem";"2017";63739560,48;"zł";"";
0206000;"Powiat jeleniogórski";"ogółem";"2018";74685460,40;"zł";"";
0207000;"Powiat kamiennogórski";"ogółem";"2014";49737879,33;"zł";"";
0207000;"Powiat kamiennogórski";"ogółem";"2015";43868438,71;"zł";"";
0207000;"Powiat kamiennogórski";"ogółem";"2016";43936453,28;"zł";"";
0207000;"Powiat kamiennogórski";"ogółem";"2017";44047043,07;"zł";"";
0207000;"Powiat kamiennogórski";"ogółem";"2018";45965083,31;"zł";"";
0208000;"Powiat kłodzki";"ogółem";"2014";175652878,93;"zł";"";
0208000;"Powiat kłodzki";"ogółem";"2015";178095411,41;"zł";"";
0208000;"Powiat kłodzki";"ogółem";"2016";178405726,89;"zł";"";
0208000;"Powiat kłodzki";"ogółem";"2017";189397173,19;"zł";"";
0208000;"Powiat kłodzki";"ogółem";"2018";203841129,26;"zł";"";
0209000;"Powiat legnicki";"ogółem";"2014";61407006,20;"zł";"";
0209000;"Powiat legnicki";"ogółem";"2015";61377588,24;"zł";"";
0209000;"Powiat legnicki";"ogółem";"2016";63589299,35;"zł";"";
0209000;"Powiat legnicki";"ogółem";"2017";68127635,06;"zł";"";
0209000;"Powiat legnicki";"ogółem";"2018";72891720,56;"zł";"";
0210000;"Powiat lubański";"ogółem";"2014";59802668,64;"zł";"";
0210000;"Powiat lubański";"ogółem";"2015";57887271,31;"zł";"";
0210000;"Powiat lubański";"ogółem";"2016";54739805,09;"zł";"";
0210000;"Powiat lubański";"ogółem";"2017";58388012,61;"zł";"";
0210000;"Powiat lubański";"ogółem";"2018";61425549,57;"zł";"";
0211000;"Powiat lubiński";"ogółem";"2014";106962087,86;"zł";"";
0211000;"Powiat lubiński";"ogółem";"2015";82505748,40;"zł";"";
0211000;"Powiat lubiński";"ogółem";"2016";87921125,87;"zł";"";
0211000;"Powiat lubiński";"ogółem";"2017";104901638,56;"zł";"";
0211000;"Powiat lubiński";"ogółem";"2018";113160533,45;"zł";"";
0212000;"Powiat lwówecki";"ogółem";"2014";55943087,49;"zł";"";
0212000;"Powiat lwówecki";"ogółem";"2015";55008974,37;"zł";"";
0212000;"Powiat lwówecki";"ogółem";"2016";54151703,75;"zł";"";
0212000;"Powiat lwówecki";"ogółem";"2017";54229374,80;"zł";"";
0212000;"Powiat lwówecki";"ogółem";"2018";61215593,96;"zł";"";
0213000;"Powiat milicki";"ogółem";"2014";55326671,61;"zł";"";
0213000;"Powiat milicki";"ogółem";"2015";49390831,06;"zł";"";
0213000;"Powiat milicki";"ogółem";"2016";47421877,63;"zł";"";
0213000;"Powiat milicki";"ogółem";"2017";48260107,97;"zł";"";
0213000;"Powiat milicki";"ogółem";"2018";51262523,73;"zł";"";
0214000;"Powiat oleśnicki";"ogółem";"2014";97151235,44;"zł";"";
0214000;"Powiat oleśnicki";"ogółem";"2015";93179926,15;"zł";"";
0214000;"Powiat oleśnicki";"ogółem";"2016";96441773,40;"zł";"";
0214000;"Powiat oleśnicki";"ogółem";"2017";104964706,55;"zł";"";
0214000;"Powiat oleśnicki";"ogółem";"2018";111458228,20;"zł";"";
0215000;"Powiat oławski";"ogółem";"2014";63507398,32;"zł";"";
0215000;"Powiat oławski";"ogółem";"2015";67061721,30;"zł";"";
0215000;"Powiat oławski";"ogółem";"2016";71839140,84;"zł";"";
0215000;"Powiat oławski";"ogółem";"2017";74505459,35;"zł";"";
0215000;"Powiat oławski";"ogółem";"2018";78307863,53;"zł";"";
0216000;"Powiat polkowicki";"ogółem";"2014";75994742,11;"zł";"";
0216000;"Powiat polkowicki";"ogółem";"2015";63570554,15;"zł";"";
0216000;"Powiat polkowicki";"ogółem";"2016";49867759,46;"zł";"";
0216000;"Powiat polkowicki";"ogółem";"2017";56889807,82;"zł";"";
0216000;"Powiat polkowicki";"ogółem";"2018";59351476,18;"zł";"";
0217000;"Powiat strzeliński";"ogółem";"2014";47604170,50;"zł";"";
0217000;"Powiat strzeliński";"ogółem";"2015";48128264,11;"zł";"";
0217000;"Powiat strzeliński";"ogółem";"2016";47695163,87;"zł";"";
0217000;"Powiat strzeliński";"ogółem";"2017";49778538,41;"zł";"";
0217000;"Powiat strzeliński";"ogółem";"2018";51142586,67;"zł";"";
0218000;"Powiat średzki";"ogółem";"2014";38001809,60;"zł";"";
0218000;"Powiat średzki";"ogółem";"2015";37654560,88;"zł";"";
0218000;"Powiat średzki";"ogółem";"2016";42577701,22;"zł";"";
0218000;"Powiat średzki";"ogółem";"2017";42272095,82;"zł";"";
0218000;"Powiat średzki";"ogółem";"2018";49704674,33;"zł";"";
0219000;"Powiat świdnicki";"ogółem";"2014";138626615,10;"zł";"";
0219000;"Powiat świdnicki";"ogółem";"2015";134546581,92;"zł";"";
0219000;"Powiat świdnicki";"ogółem";"2016";138172290,19;"zł";"";
0219000;"Powiat świdnicki";"ogółem";"2017";142944969,38;"zł";"";
0219000;"Powiat świdnicki";"ogółem";"2018";153732896,12;"zł";"";
0220000;"Powiat trzebnicki";"ogółem";"2014";77634355,38;"zł";"";
0220000;"Powiat trzebnicki";"ogółem";"2015";69882948,64;"zł";"";
0220000;"Powiat trzebnicki";"ogółem";"2016";71101825,01;"zł";"";
0220000;"Powiat trzebnicki";"ogółem";"2017";79273279,45;"zł";"";
0220000;"Powiat trzebnicki";"ogółem";"2018";87583528,88;"zł";"";
0221000;"Powiat wałbrzyski";"ogółem";"2014";45870476,41;"zł";"";
0221000;"Powiat wałbrzyski";"ogółem";"2015";47070495,39;"zł";"";
0221000;"Powiat wałbrzyski";"ogółem";"2016";48431525,56;"zł";"";
0221000;"Powiat wałbrzyski";"ogółem";"2017";47497778,61;"zł";"";
0221000;"Powiat wałbrzyski";"ogółem";"2018";52291352,77;"zł";"";
0222000;"Powiat wołowski";"ogółem";"2014";68825320,39;"zł";"";
0222000;"Powiat wołowski";"ogółem";"2015";61390975,65;"zł";"";
0222000;"Powiat wołowski";"ogółem";"2016";59048540,12;"zł";"";
0222000;"Powiat wołowski";"ogółem";"2017";60029568,53;"zł";"";
0222000;"Powiat wołowski";"ogółem";"2018";64260604,83;"zł";"";
0223000;"Powiat wrocławski";"ogółem";"2014";95506675,19;"zł";"";
0223000;"Powiat wrocławski";"ogółem";"2015";100686443,90;"zł";"";
0223000;"Powiat wrocławski";"ogółem";"2016";105864187,55;"zł";"";
0223000;"Powiat wrocławski";"ogółem";"2017";116577459,06;"zł";"";
0223000;"Powiat wrocławski";"ogółem";"2018";137664703,24;"zł";"";
0224000;"Powiat ząbkowicki";"ogółem";"2014";77458003,56;"zł";"";
0224000;"Powiat ząbkowicki";"ogółem";"2015";77698512,86;"zł";"";
0224000;"Powiat ząbkowicki";"ogółem";"2016";80447726,72;"zł";"";
0224000;"Powiat ząbkowicki";"ogółem";"2017";83355026,46;"zł";"";
0224000;"Powiat ząbkowicki";"ogółem";"2018";90269873,81;"zł";"";
0225000;"Powiat zgorzelecki";"ogółem";"2014";93608556,44;"zł";"";
0225000;"Powiat zgorzelecki";"ogółem";"2015";87640730,34;"zł";"";
0225000;"Powiat zgorzelecki";"ogółem";"2016";88756296,95;"zł";"";
0225000;"Powiat zgorzelecki";"ogółem";"2017";93322540,48;"zł";"";
0225000;"Powiat zgorzelecki";"ogółem";"2018";100302130,41;"zł";"";
0226000;"Powiat złotoryjski";"ogółem";"2014";46559960,76;"zł";"";
0226000;"Powiat złotoryjski";"ogółem";"2015";47077445,93;"zł";"";
0226000;"Powiat złotoryjski";"ogółem";"2016";43265035,50;"zł";"";
0226000;"Powiat złotoryjski";"ogółem";"2017";43543656,24;"zł";"";
0226000;"Powiat złotoryjski";"ogółem";"2018";49919533,24;"zł";"";
0401000;"Powiat aleksandrowski";"ogółem";"2014";47710273,44;"zł";"";
0401000;"Powiat aleksandrowski";"ogółem";"2015";50387652,39;"zł";"";
0401000;"Powiat aleksandrowski";"ogółem";"2016";51170778,77;"zł";"";
0401000;"Powiat aleksandrowski";"ogółem";"2017";58278164,27;"zł";"";
0401000;"Powiat aleksandrowski";"ogółem";"2018";63589573,25;"zł";"";
0402000;"Powiat brodnicki";"ogółem";"2014";65474627,97;"zł";"";
0402000;"Powiat brodnicki";"ogółem";"2015";69987794,65;"zł";"";
0402000;"Powiat brodnicki";"ogółem";"2016";71062732,79;"zł";"";
0402000;"Powiat brodnicki";"ogółem";"2017";68865271,28;"zł";"";
0402000;"Powiat brodnicki";"ogółem";"2018";75011616,73;"zł";"";
0403000;"Powiat bydgoski";"ogółem";"2014";73179546,58;"zł";"";
0403000;"Powiat bydgoski";"ogółem";"2015";69097736,66;"zł";"";
0403000;"Powiat bydgoski";"ogółem";"2016";71584978,77;"zł";"";
0403000;"Powiat bydgoski";"ogółem";"2017";77746171,57;"zł";"";
0403000;"Powiat bydgoski";"ogółem";"2018";86189365,41;"zł";"";
0404000;"Powiat chełmiński";"ogółem";"2014";55273692,85;"zł";"";
0404000;"Powiat chełmiński";"ogółem";"2015";56309577,88;"zł";"";
0404000;"Powiat chełmiński";"ogółem";"2016";56462260,27;"zł";"";
0404000;"Powiat chełmiński";"ogółem";"2017";60025543,10;"zł";"";
0404000;"Powiat chełmiński";"ogółem";"2018";65261205,08;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"ogółem";"2014";45952300,31;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"ogółem";"2015";43838437,50;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"ogółem";"2016";46275335,20;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"ogółem";"2017";44095930,06;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"ogółem";"2018";47327268,96;"zł";"";
0406000;"Powiat grudziądzki";"ogółem";"2014";24613262,93;"zł";"";
0406000;"Powiat grudziądzki";"ogółem";"2015";23896839,80;"zł";"";
0406000;"Powiat grudziądzki";"ogółem";"2016";29661618,27;"zł";"";
0406000;"Powiat grudziądzki";"ogółem";"2017";25547417,40;"zł";"";
0406000;"Powiat grudziądzki";"ogółem";"2018";24858669,64;"zł";"";
0407000;"Powiat inowrocławski";"ogółem";"2014";156594040,60;"zł";"";
0407000;"Powiat inowrocławski";"ogółem";"2015";149696324,28;"zł";"";
0407000;"Powiat inowrocławski";"ogółem";"2016";148770524,65;"zł";"";
0407000;"Powiat inowrocławski";"ogółem";"2017";155785515,54;"zł";"";
0407000;"Powiat inowrocławski";"ogółem";"2018";166721256,76;"zł";"";
0408000;"Powiat lipnowski";"ogółem";"2014";59565694,12;"zł";"";
0408000;"Powiat lipnowski";"ogółem";"2015";59830570,37;"zł";"";
0408000;"Powiat lipnowski";"ogółem";"2016";58811619,78;"zł";"";
0408000;"Powiat lipnowski";"ogółem";"2017";60933717,85;"zł";"";
0408000;"Powiat lipnowski";"ogółem";"2018";71105319,74;"zł";"";
0409000;"Powiat mogileński";"ogółem";"2014";62603224,78;"zł";"";
0409000;"Powiat mogileński";"ogółem";"2015";61741632,01;"zł";"";
0409000;"Powiat mogileński";"ogółem";"2016";58993565,34;"zł";"";
0409000;"Powiat mogileński";"ogółem";"2017";61064078,96;"zł";"";
0409000;"Powiat mogileński";"ogółem";"2018";64847848,40;"zł";"";
0410000;"Powiat nakielski";"ogółem";"2014";82054542,00;"zł";"";
0410000;"Powiat nakielski";"ogółem";"2015";82763093,87;"zł";"";
0410000;"Powiat nakielski";"ogółem";"2016";86069865,86;"zł";"";
0410000;"Powiat nakielski";"ogółem";"2017";90090508,30;"zł";"";
0410000;"Powiat nakielski";"ogółem";"2018";91640128,57;"zł";"";
0411000;"Powiat radziejowski";"ogółem";"2014";45748476,91;"zł";"";
0411000;"Powiat radziejowski";"ogółem";"2015";48125781,67;"zł";"";
0411000;"Powiat radziejowski";"ogółem";"2016";46010603,63;"zł";"";
0411000;"Powiat radziejowski";"ogółem";"2017";48316512,47;"zł";"";
0411000;"Powiat radziejowski";"ogółem";"2018";51078293,47;"zł";"";
0412000;"Powiat rypiński";"ogółem";"2014";45899979,07;"zł";"";
0412000;"Powiat rypiński";"ogółem";"2015";47792701,02;"zł";"";
0412000;"Powiat rypiński";"ogółem";"2016";48163178,59;"zł";"";
0412000;"Powiat rypiński";"ogółem";"2017";51373768,48;"zł";"";
0412000;"Powiat rypiński";"ogółem";"2018";52144283,35;"zł";"";
0413000;"Powiat sępoleński";"ogółem";"2014";52535823,41;"zł";"";
0413000;"Powiat sępoleński";"ogółem";"2015";54474497,66;"zł";"";
0413000;"Powiat sępoleński";"ogółem";"2016";47671272,33;"zł";"";
0413000;"Powiat sępoleński";"ogółem";"2017";52355817,44;"zł";"";
0413000;"Powiat sępoleński";"ogółem";"2018";72578652,75;"zł";"";
0414000;"Powiat świecki";"ogółem";"2014";97495677,89;"zł";"";
0414000;"Powiat świecki";"ogółem";"2015";93434127,61;"zł";"";
0414000;"Powiat świecki";"ogółem";"2016";94896043,62;"zł";"";
0414000;"Powiat świecki";"ogółem";"2017";100026293,06;"zł";"";
0414000;"Powiat świecki";"ogółem";"2018";111783774,36;"zł";"";
0415000;"Powiat toruński";"ogółem";"2014";90856490,94;"zł";"";
0415000;"Powiat toruński";"ogółem";"2015";84717283,90;"zł";"";
0415000;"Powiat toruński";"ogółem";"2016";78737818,44;"zł";"";
0415000;"Powiat toruński";"ogółem";"2017";88622893,46;"zł";"";
0415000;"Powiat toruński";"ogółem";"2018";98382417,06;"zł";"";
0416000;"Powiat tucholski";"ogółem";"2014";55829255,74;"zł";"";
0416000;"Powiat tucholski";"ogółem";"2015";57009309,27;"zł";"";
0416000;"Powiat tucholski";"ogółem";"2016";56354950,48;"zł";"";
0416000;"Powiat tucholski";"ogółem";"2017";62295560,26;"zł";"";
0416000;"Powiat tucholski";"ogółem";"2018";76781244,56;"zł";"";
0417000;"Powiat wąbrzeski";"ogółem";"2014";43163934,53;"zł";"";
0417000;"Powiat wąbrzeski";"ogółem";"2015";40839552,03;"zł";"";
0417000;"Powiat wąbrzeski";"ogółem";"2016";35438156,93;"zł";"";
0417000;"Powiat wąbrzeski";"ogółem";"2017";35620402,52;"zł";"";
0417000;"Powiat wąbrzeski";"ogółem";"2018";51515391,49;"zł";"";
0418000;"Powiat włocławski";"ogółem";"2014";73274570,79;"zł";"";
0418000;"Powiat włocławski";"ogółem";"2015";76290832,66;"zł";"";
0418000;"Powiat włocławski";"ogółem";"2016";72911872,84;"zł";"";
0418000;"Powiat włocławski";"ogółem";"2017";80107598,49;"zł";"";
0418000;"Powiat włocławski";"ogółem";"2018";88001385,84;"zł";"";
0419000;"Powiat żniński";"ogółem";"2014";69317397,07;"zł";"";
0419000;"Powiat żniński";"ogółem";"2015";67683787,22;"zł";"";
0419000;"Powiat żniński";"ogółem";"2016";68713230,67;"zł";"";
0419000;"Powiat żniński";"ogółem";"2017";73543485,92;"zł";"";
0419000;"Powiat żniński";"ogółem";"2018";79985231,60;"zł";"";
0601000;"Powiat bialski";"ogółem";"2014";83205256,03;"zł";"";
0601000;"Powiat bialski";"ogółem";"2015";83572152,86;"zł";"";
0601000;"Powiat bialski";"ogółem";"2016";85429576,71;"zł";"";
0601000;"Powiat bialski";"ogółem";"2017";92757748,50;"zł";"";
0601000;"Powiat bialski";"ogółem";"2018";106948439,10;"zł";"";
0602000;"Powiat biłgorajski";"ogółem";"2014";97193632,13;"zł";"";
0602000;"Powiat biłgorajski";"ogółem";"2015";97393382,99;"zł";"";
0602000;"Powiat biłgorajski";"ogółem";"2016";106199075,88;"zł";"";
0602000;"Powiat biłgorajski";"ogółem";"2017";105997994,53;"zł";"";
0602000;"Powiat biłgorajski";"ogółem";"2018";111027833,86;"zł";"";
0603000;"Powiat chełmski";"ogółem";"2014";76330821,68;"zł";"";
0603000;"Powiat chełmski";"ogółem";"2015";73051482,50;"zł";"";
0603000;"Powiat chełmski";"ogółem";"2016";71343583,15;"zł";"";
0603000;"Powiat chełmski";"ogółem";"2017";67443159,25;"zł";"";
0603000;"Powiat chełmski";"ogółem";"2018";84069226,31;"zł";"";
0604000;"Powiat hrubieszowski";"ogółem";"2014";61393675,11;"zł";"";
0604000;"Powiat hrubieszowski";"ogółem";"2015";62639632,33;"zł";"";
0604000;"Powiat hrubieszowski";"ogółem";"2016";59227508,75;"zł";"";
0604000;"Powiat hrubieszowski";"ogółem";"2017";58441021,53;"zł";"";
0604000;"Powiat hrubieszowski";"ogółem";"2018";69633351,63;"zł";"";
0605000;"Powiat janowski";"ogółem";"2014";47352306,49;"zł";"";
0605000;"Powiat janowski";"ogółem";"2015";49731708,67;"zł";"";
0605000;"Powiat janowski";"ogółem";"2016";50679375,55;"zł";"";
0605000;"Powiat janowski";"ogółem";"2017";57279714,20;"zł";"";
0605000;"Powiat janowski";"ogółem";"2018";58763073,96;"zł";"";
0606000;"Powiat krasnostawski";"ogółem";"2014";74072521,48;"zł";"";
0606000;"Powiat krasnostawski";"ogółem";"2015";78573857,38;"zł";"";
0606000;"Powiat krasnostawski";"ogółem";"2016";74808663,48;"zł";"";
0606000;"Powiat krasnostawski";"ogółem";"2017";80963155,48;"zł";"";
0606000;"Powiat krasnostawski";"ogółem";"2018";93503016,02;"zł";"";
0607000;"Powiat kraśnicki";"ogółem";"2014";96481760,94;"zł";"";
0607000;"Powiat kraśnicki";"ogółem";"2015";97106557,28;"zł";"";
0607000;"Powiat kraśnicki";"ogółem";"2016";100170285,14;"zł";"";
0607000;"Powiat kraśnicki";"ogółem";"2017";97740719,47;"zł";"";
0607000;"Powiat kraśnicki";"ogółem";"2018";124671926,87;"zł";"";
0608000;"Powiat lubartowski";"ogółem";"2014";78786714,22;"zł";"";
0608000;"Powiat lubartowski";"ogółem";"2015";75129073,40;"zł";"";
0608000;"Powiat lubartowski";"ogółem";"2016";70706094,10;"zł";"";
0608000;"Powiat lubartowski";"ogółem";"2017";74290262,69;"zł";"";
0608000;"Powiat lubartowski";"ogółem";"2018";87761423,42;"zł";"";
0609000;"Powiat lubelski";"ogółem";"2014";120873288,76;"zł";"";
0609000;"Powiat lubelski";"ogółem";"2015";137268855,47;"zł";"";
0609000;"Powiat lubelski";"ogółem";"2016";129256793,64;"zł";"";
0609000;"Powiat lubelski";"ogółem";"2017";141071241,54;"zł";"";
0609000;"Powiat lubelski";"ogółem";"2018";152949443,41;"zł";"";
0610000;"Powiat łęczyński";"ogółem";"2014";58955568,60;"zł";"";
0610000;"Powiat łęczyński";"ogółem";"2015";51539796,84;"zł";"";
0610000;"Powiat łęczyński";"ogółem";"2016";50323614,25;"zł";"";
0610000;"Powiat łęczyński";"ogółem";"2017";49645361,93;"zł";"";
0610000;"Powiat łęczyński";"ogółem";"2018";58026174,69;"zł";"";
0611000;"Powiat łukowski";"ogółem";"2014";104789977,30;"zł";"";
0611000;"Powiat łukowski";"ogółem";"2015";95297293,36;"zł";"";
0611000;"Powiat łukowski";"ogółem";"2016";99411025,71;"zł";"";
0611000;"Powiat łukowski";"ogółem";"2017";97819285,90;"zł";"";
0611000;"Powiat łukowski";"ogółem";"2018";119203660,35;"zł";"";
0612000;"Powiat opolski";"ogółem";"2014";49669486,09;"zł";"";
0612000;"Powiat opolski";"ogółem";"2015";43214462,43;"zł";"";
0612000;"Powiat opolski";"ogółem";"2016";45763140,11;"zł";"";
0612000;"Powiat opolski";"ogółem";"2017";49309175,66;"zł";"";
0612000;"Powiat opolski";"ogółem";"2018";52219342,38;"zł";"";
0613000;"Powiat parczewski";"ogółem";"2014";32940625,08;"zł";"";
0613000;"Powiat parczewski";"ogółem";"2015";37316411,28;"zł";"";
0613000;"Powiat parczewski";"ogółem";"2016";30962521,97;"zł";"";
0613000;"Powiat parczewski";"ogółem";"2017";31333436,64;"zł";"";
0613000;"Powiat parczewski";"ogółem";"2018";35360579,34;"zł";"";
0614000;"Powiat puławski";"ogółem";"2014";111635211,57;"zł";"";
0614000;"Powiat puławski";"ogółem";"2015";111676496,87;"zł";"";
0614000;"Powiat puławski";"ogółem";"2016";112807273,46;"zł";"";
0614000;"Powiat puławski";"ogółem";"2017";116300245,53;"zł";"";
0614000;"Powiat puławski";"ogółem";"2018";132410673,14;"zł";"";
0615000;"Powiat radzyński";"ogółem";"2014";49220296,78;"zł";"";
0615000;"Powiat radzyński";"ogółem";"2015";54378068,96;"zł";"";
0615000;"Powiat radzyński";"ogółem";"2016";50368856,48;"zł";"";
0615000;"Powiat radzyński";"ogółem";"2017";52901705,68;"zł";"";
0615000;"Powiat radzyński";"ogółem";"2018";61283729,86;"zł";"";
0616000;"Powiat rycki";"ogółem";"2014";52685964,28;"zł";"";
0616000;"Powiat rycki";"ogółem";"2015";53445215,57;"zł";"";
0616000;"Powiat rycki";"ogółem";"2016";57457945,23;"zł";"";
0616000;"Powiat rycki";"ogółem";"2017";52367416,23;"zł";"";
0616000;"Powiat rycki";"ogółem";"2018";59953395,08;"zł";"";
0617000;"Powiat świdnicki";"ogółem";"2014";62700601,80;"zł";"";
0617000;"Powiat świdnicki";"ogółem";"2015";64228109,70;"zł";"";
0617000;"Powiat świdnicki";"ogółem";"2016";64881905,12;"zł";"";
0617000;"Powiat świdnicki";"ogółem";"2017";73575209,89;"zł";"";
0617000;"Powiat świdnicki";"ogółem";"2018";85526468,37;"zł";"";
0618000;"Powiat tomaszowski";"ogółem";"2014";74849793,06;"zł";"";
0618000;"Powiat tomaszowski";"ogółem";"2015";74166650,42;"zł";"";
0618000;"Powiat tomaszowski";"ogółem";"2016";80310428,70;"zł";"";
0618000;"Powiat tomaszowski";"ogółem";"2017";76869466,32;"zł";"";
0618000;"Powiat tomaszowski";"ogółem";"2018";98450871,69;"zł";"";
0619000;"Powiat włodawski";"ogółem";"2014";61010443,74;"zł";"";
0619000;"Powiat włodawski";"ogółem";"2015";51175099,21;"zł";"";
0619000;"Powiat włodawski";"ogółem";"2016";49274866,89;"zł";"";
0619000;"Powiat włodawski";"ogółem";"2017";55374454,09;"zł";"";
0619000;"Powiat włodawski";"ogółem";"2018";62643725,19;"zł";"";
0620000;"Powiat zamojski";"ogółem";"2014";58785363,24;"zł";"";
0620000;"Powiat zamojski";"ogółem";"2015";54710758,35;"zł";"";
0620000;"Powiat zamojski";"ogółem";"2016";59761214,76;"zł";"";
0620000;"Powiat zamojski";"ogółem";"2017";68722410,35;"zł";"";
0620000;"Powiat zamojski";"ogółem";"2018";85272490,92;"zł";"";
0801000;"Powiat gorzowski";"ogółem";"2014";49444420,98;"zł";"";
0801000;"Powiat gorzowski";"ogółem";"2015";52573861,56;"zł";"";
0801000;"Powiat gorzowski";"ogółem";"2016";49984319,42;"zł";"";
0801000;"Powiat gorzowski";"ogółem";"2017";57374603,06;"zł";"";
0801000;"Powiat gorzowski";"ogółem";"2018";62156920,25;"zł";"";
0802000;"Powiat krośnieński";"ogółem";"2014";54526042,18;"zł";"";
0802000;"Powiat krośnieński";"ogółem";"2015";54857369,73;"zł";"";
0802000;"Powiat krośnieński";"ogółem";"2016";57984917,40;"zł";"";
0802000;"Powiat krośnieński";"ogółem";"2017";60799776,52;"zł";"";
0802000;"Powiat krośnieński";"ogółem";"2018";62908286,62;"zł";"";
0803000;"Powiat międzyrzecki";"ogółem";"2014";59313206,30;"zł";"";
0803000;"Powiat międzyrzecki";"ogółem";"2015";60111956,14;"zł";"";
0803000;"Powiat międzyrzecki";"ogółem";"2016";62862234,74;"zł";"";
0803000;"Powiat międzyrzecki";"ogółem";"2017";65446233,10;"zł";"";
0803000;"Powiat międzyrzecki";"ogółem";"2018";73068204,53;"zł";"";
0804000;"Powiat nowosolski";"ogółem";"2014";77031339,67;"zł";"";
0804000;"Powiat nowosolski";"ogółem";"2015";73035943,44;"zł";"";
0804000;"Powiat nowosolski";"ogółem";"2016";83662026,74;"zł";"";
0804000;"Powiat nowosolski";"ogółem";"2017";89072940,94;"zł";"";
0804000;"Powiat nowosolski";"ogółem";"2018";87763348,04;"zł";"";
0805000;"Powiat słubicki";"ogółem";"2014";41585389,86;"zł";"";
0805000;"Powiat słubicki";"ogółem";"2015";44847160,54;"zł";"";
0805000;"Powiat słubicki";"ogółem";"2016";41060245,58;"zł";"";
0805000;"Powiat słubicki";"ogółem";"2017";43270365,92;"zł";"";
0805000;"Powiat słubicki";"ogółem";"2018";49834856,38;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"2014";42738914,56;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"2015";41902278,73;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"2016";44273791,09;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"2017";50748807,99;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"ogółem";"2018";50382122,20;"zł";"";
0807000;"Powiat sulęciński";"ogółem";"2014";42374112,29;"zł";"";
0807000;"Powiat sulęciński";"ogółem";"2015";37724761,91;"zł";"";
0807000;"Powiat sulęciński";"ogółem";"2016";37255232,55;"zł";"";
0807000;"Powiat sulęciński";"ogółem";"2017";42464512,10;"zł";"";
0807000;"Powiat sulęciński";"ogółem";"2018";49178672,85;"zł";"";
0808000;"Powiat świebodziński";"ogółem";"2014";54604271,17;"zł";"";
0808000;"Powiat świebodziński";"ogółem";"2015";54768749,43;"zł";"";
0808000;"Powiat świebodziński";"ogółem";"2016";59188811,61;"zł";"";
0808000;"Powiat świebodziński";"ogółem";"2017";66096294,75;"zł";"";
0808000;"Powiat świebodziński";"ogółem";"2018";66403917,08;"zł";"";
0809000;"Powiat zielonogórski";"ogółem";"2014";70136818,45;"zł";"";
0809000;"Powiat zielonogórski";"ogółem";"2015";71400752,21;"zł";"";
