"Kod";"Nazwa";"Rodzaje dotacji";"Przeznaczenie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0619000;"Powiat włodawski";"dotacje";"ogółem";"2016";12104631,16;"zł";"";
0619000;"Powiat włodawski";"dotacje";"ogółem";"2017";16908405,56;"zł";"";
0619000;"Powiat włodawski";"dotacje";"ogółem";"2018";21516249,80;"zł";"";
0620000;"Powiat zamojski";"dotacje";"ogółem";"2014";14563597,27;"zł";"";
0620000;"Powiat zamojski";"dotacje";"ogółem";"2015";9760479,63;"zł";"";
0620000;"Powiat zamojski";"dotacje";"ogółem";"2016";11826457,89;"zł";"";
0620000;"Powiat zamojski";"dotacje";"ogółem";"2017";16869549,66;"zł";"";
0620000;"Powiat zamojski";"dotacje";"ogółem";"2018";28241693,15;"zł";"";
0801000;"Powiat gorzowski";"dotacje";"ogółem";"2014";15227176,87;"zł";"";
0801000;"Powiat gorzowski";"dotacje";"ogółem";"2015";16223527,39;"zł";"";
0801000;"Powiat gorzowski";"dotacje";"ogółem";"2016";12760721,40;"zł";"";
0801000;"Powiat gorzowski";"dotacje";"ogółem";"2017";17345196,87;"zł";"";
0801000;"Powiat gorzowski";"dotacje";"ogółem";"2018";19215911,65;"zł";"";
0802000;"Powiat krośnieński";"dotacje";"ogółem";"2014";15093994,74;"zł";"";
0802000;"Powiat krośnieński";"dotacje";"ogółem";"2015";15446302,92;"zł";"";
0802000;"Powiat krośnieński";"dotacje";"ogółem";"2016";17304585,02;"zł";"";
0802000;"Powiat krośnieński";"dotacje";"ogółem";"2017";19469458,03;"zł";"";
0802000;"Powiat krośnieński";"dotacje";"ogółem";"2018";19456659,51;"zł";"";
0803000;"Powiat międzyrzecki";"dotacje";"ogółem";"2014";18049710,26;"zł";"";
0803000;"Powiat międzyrzecki";"dotacje";"ogółem";"2015";17086858,37;"zł";"";
0803000;"Powiat międzyrzecki";"dotacje";"ogółem";"2016";17861953,21;"zł";"";
0803000;"Powiat międzyrzecki";"dotacje";"ogółem";"2017";19919308,71;"zł";"";
0803000;"Powiat międzyrzecki";"dotacje";"ogółem";"2018";23849315,55;"zł";"";
0804000;"Powiat nowosolski";"dotacje";"ogółem";"2014";19026558,13;"zł";"";
0804000;"Powiat nowosolski";"dotacje";"ogółem";"2015";14386991,44;"zł";"";
0804000;"Powiat nowosolski";"dotacje";"ogółem";"2016";23678865,66;"zł";"";
0804000;"Powiat nowosolski";"dotacje";"ogółem";"2017";27249607,76;"zł";"";
0804000;"Powiat nowosolski";"dotacje";"ogółem";"2018";24513078,25;"zł";"";
0805000;"Powiat słubicki";"dotacje";"ogółem";"2014";7952321,92;"zł";"";
0805000;"Powiat słubicki";"dotacje";"ogółem";"2015";10824917,05;"zł";"";
0805000;"Powiat słubicki";"dotacje";"ogółem";"2016";8267382,09;"zł";"";
0805000;"Powiat słubicki";"dotacje";"ogółem";"2017";12289040,03;"zł";"";
0805000;"Powiat słubicki";"dotacje";"ogółem";"2018";14794216,07;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"dotacje";"ogółem";"2014";9532951,14;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"dotacje";"ogółem";"2015";8692626,29;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"dotacje";"ogółem";"2016";9248164,08;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"dotacje";"ogółem";"2017";12358158,73;"zł";"";
0806000;"Powiat strzelecko-drezdenecki";"dotacje";"ogółem";"2018";11094974,49;"zł";"";
0807000;"Powiat sulęciński";"dotacje";"ogółem";"2014";15236486,07;"zł";"";
0807000;"Powiat sulęciński";"dotacje";"ogółem";"2015";9201834,62;"zł";"";
0807000;"Powiat sulęciński";"dotacje";"ogółem";"2016";7507191,48;"zł";"";
0807000;"Powiat sulęciński";"dotacje";"ogółem";"2017";11838934,90;"zł";"";
0807000;"Powiat sulęciński";"dotacje";"ogółem";"2018";17193042,54;"zł";"";
0808000;"Powiat świebodziński";"dotacje";"ogółem";"2014";12827331,57;"zł";"";
0808000;"Powiat świebodziński";"dotacje";"ogółem";"2015";10715291,84;"zł";"";
0808000;"Powiat świebodziński";"dotacje";"ogółem";"2016";14806974,97;"zł";"";
0808000;"Powiat świebodziński";"dotacje";"ogółem";"2017";20099398,22;"zł";"";
0808000;"Powiat świebodziński";"dotacje";"ogółem";"2018";17732214,91;"zł";"";
0809000;"Powiat zielonogórski";"dotacje";"ogółem";"2014";13729636,70;"zł";"";
0809000;"Powiat zielonogórski";"dotacje";"ogółem";"2015";15477217,20;"zł";"";
0809000;"Powiat zielonogórski";"dotacje";"ogółem";"2016";15108568,92;"zł";"";
0809000;"Powiat zielonogórski";"dotacje";"ogółem";"2017";17492446,99;"zł";"";
0809000;"Powiat zielonogórski";"dotacje";"ogółem";"2018";18850497,26;"zł";"";
0810000;"Powiat żagański";"dotacje";"ogółem";"2014";18345008,49;"zł";"";
0810000;"Powiat żagański";"dotacje";"ogółem";"2015";14959798,82;"zł";"";
0810000;"Powiat żagański";"dotacje";"ogółem";"2016";16104924,72;"zł";"";
0810000;"Powiat żagański";"dotacje";"ogółem";"2017";20132623,52;"zł";"";
0810000;"Powiat żagański";"dotacje";"ogółem";"2018";25635349,20;"zł";"";
0811000;"Powiat żarski";"dotacje";"ogółem";"2014";23809420,41;"zł";"";
0811000;"Powiat żarski";"dotacje";"ogółem";"2015";20576834,93;"zł";"";
0811000;"Powiat żarski";"dotacje";"ogółem";"2016";16066072,67;"zł";"";
0811000;"Powiat żarski";"dotacje";"ogółem";"2017";32277754,67;"zł";"";
0811000;"Powiat żarski";"dotacje";"ogółem";"2018";26013588,88;"zł";"";
0812000;"Powiat wschowski";"dotacje";"ogółem";"2014";10880498,92;"zł";"";
0812000;"Powiat wschowski";"dotacje";"ogółem";"2015";9871751,66;"zł";"";
0812000;"Powiat wschowski";"dotacje";"ogółem";"2016";8817701,22;"zł";"";
0812000;"Powiat wschowski";"dotacje";"ogółem";"2017";13760950,25;"zł";"";
0812000;"Powiat wschowski";"dotacje";"ogółem";"2018";11983582,26;"zł";"";
1001000;"Powiat bełchatowski";"dotacje";"ogółem";"2014";17224234,63;"zł";"";
1001000;"Powiat bełchatowski";"dotacje";"ogółem";"2015";17226740,26;"zł";"";
1001000;"Powiat bełchatowski";"dotacje";"ogółem";"2016";15866642,65;"zł";"";
1001000;"Powiat bełchatowski";"dotacje";"ogółem";"2017";15762458,40;"zł";"";
1001000;"Powiat bełchatowski";"dotacje";"ogółem";"2018";14754127,21;"zł";"";
1002000;"Powiat kutnowski";"dotacje";"ogółem";"2014";19522953,20;"zł";"";
1002000;"Powiat kutnowski";"dotacje";"ogółem";"2015";17693603,03;"zł";"";
1002000;"Powiat kutnowski";"dotacje";"ogółem";"2016";21611286,63;"zł";"";
1002000;"Powiat kutnowski";"dotacje";"ogółem";"2017";23927564,39;"zł";"";
1002000;"Powiat kutnowski";"dotacje";"ogółem";"2018";24671299,46;"zł";"";
1003000;"Powiat łaski";"dotacje";"ogółem";"2014";9892916,98;"zł";"";
1003000;"Powiat łaski";"dotacje";"ogółem";"2015";7883552,26;"zł";"";
1003000;"Powiat łaski";"dotacje";"ogółem";"2016";10256206,42;"zł";"";
1003000;"Powiat łaski";"dotacje";"ogółem";"2017";11540977,41;"zł";"";
1003000;"Powiat łaski";"dotacje";"ogółem";"2018";12653101,13;"zł";"";
1004000;"Powiat łęczycki";"dotacje";"ogółem";"2014";13822250,85;"zł";"";
1004000;"Powiat łęczycki";"dotacje";"ogółem";"2015";10504432,94;"zł";"";
1004000;"Powiat łęczycki";"dotacje";"ogółem";"2016";8422084,76;"zł";"";
1004000;"Powiat łęczycki";"dotacje";"ogółem";"2017";13148662,97;"zł";"";
1004000;"Powiat łęczycki";"dotacje";"ogółem";"2018";10917351,49;"zł";"";
1005000;"Powiat łowicki";"dotacje";"ogółem";"2014";14796151,88;"zł";"";
1005000;"Powiat łowicki";"dotacje";"ogółem";"2015";14336949,26;"zł";"";
1005000;"Powiat łowicki";"dotacje";"ogółem";"2016";12272591,03;"zł";"";
1005000;"Powiat łowicki";"dotacje";"ogółem";"2017";12709206,58;"zł";"";
1005000;"Powiat łowicki";"dotacje";"ogółem";"2018";18936857,55;"zł";"";
1006000;"Powiat łódzki wschodni";"dotacje";"ogółem";"2014";13148351,88;"zł";"";
1006000;"Powiat łódzki wschodni";"dotacje";"ogółem";"2015";11476656,87;"zł";"";
1006000;"Powiat łódzki wschodni";"dotacje";"ogółem";"2016";17574479,72;"zł";"";
1006000;"Powiat łódzki wschodni";"dotacje";"ogółem";"2017";21724468,66;"zł";"";
1006000;"Powiat łódzki wschodni";"dotacje";"ogółem";"2018";18975309,35;"zł";"";
1007000;"Powiat opoczyński";"dotacje";"ogółem";"2014";17424686,58;"zł";"";
1007000;"Powiat opoczyński";"dotacje";"ogółem";"2015";17136838,62;"zł";"";
1007000;"Powiat opoczyński";"dotacje";"ogółem";"2016";18001117,75;"zł";"";
1007000;"Powiat opoczyński";"dotacje";"ogółem";"2017";16817144,22;"zł";"";
1007000;"Powiat opoczyński";"dotacje";"ogółem";"2018";20014856,40;"zł";"";
1008000;"Powiat pabianicki";"dotacje";"ogółem";"2014";23237874,84;"zł";"";
1008000;"Powiat pabianicki";"dotacje";"ogółem";"2015";17814616,70;"zł";"";
1008000;"Powiat pabianicki";"dotacje";"ogółem";"2016";17395495,31;"zł";"";
1008000;"Powiat pabianicki";"dotacje";"ogółem";"2017";21301855,81;"zł";"";
1008000;"Powiat pabianicki";"dotacje";"ogółem";"2018";26492348,74;"zł";"";
1009000;"Powiat pajęczański";"dotacje";"ogółem";"2014";12170665,78;"zł";"";
1009000;"Powiat pajęczański";"dotacje";"ogółem";"2015";8801861,45;"zł";"";
1009000;"Powiat pajęczański";"dotacje";"ogółem";"2016";9759736,13;"zł";"";
1009000;"Powiat pajęczański";"dotacje";"ogółem";"2017";8747228,32;"zł";"";
1009000;"Powiat pajęczański";"dotacje";"ogółem";"2018";14515012,54;"zł";"";
1010000;"Powiat piotrkowski";"dotacje";"ogółem";"2014";20532544,00;"zł";"";
1010000;"Powiat piotrkowski";"dotacje";"ogółem";"2015";17807383,14;"zł";"";
1010000;"Powiat piotrkowski";"dotacje";"ogółem";"2016";17496222,58;"zł";"";
1010000;"Powiat piotrkowski";"dotacje";"ogółem";"2017";20619406,33;"zł";"";
1010000;"Powiat piotrkowski";"dotacje";"ogółem";"2018";19217005,93;"zł";"";
1011000;"Powiat poddębicki";"dotacje";"ogółem";"2014";12083383,97;"zł";"";
1011000;"Powiat poddębicki";"dotacje";"ogółem";"2015";12495450,18;"zł";"";
1011000;"Powiat poddębicki";"dotacje";"ogółem";"2016";14626956,70;"zł";"";
1011000;"Powiat poddębicki";"dotacje";"ogółem";"2017";12538464,33;"zł";"";
1011000;"Powiat poddębicki";"dotacje";"ogółem";"2018";15555079,07;"zł";"";
1012000;"Powiat radomszczański";"dotacje";"ogółem";"2014";17672866,59;"zł";"";
1012000;"Powiat radomszczański";"dotacje";"ogółem";"2015";15632372,82;"zł";"";
1012000;"Powiat radomszczański";"dotacje";"ogółem";"2016";16996262,80;"zł";"";
1012000;"Powiat radomszczański";"dotacje";"ogółem";"2017";17791386,86;"zł";"";
1012000;"Powiat radomszczański";"dotacje";"ogółem";"2018";18184203,30;"zł";"";
1013000;"Powiat rawski";"dotacje";"ogółem";"2014";10338682,68;"zł";"";
1013000;"Powiat rawski";"dotacje";"ogółem";"2015";9999363,86;"zł";"";
1013000;"Powiat rawski";"dotacje";"ogółem";"2016";11912413,06;"zł";"";
1013000;"Powiat rawski";"dotacje";"ogółem";"2017";12103964,43;"zł";"";
1013000;"Powiat rawski";"dotacje";"ogółem";"2018";12112086,90;"zł";"";
1014000;"Powiat sieradzki";"dotacje";"ogółem";"2014";28534635,53;"zł";"";
1014000;"Powiat sieradzki";"dotacje";"ogółem";"2015";22676600,98;"zł";"";
1014000;"Powiat sieradzki";"dotacje";"ogółem";"2016";25297679,64;"zł";"";
1014000;"Powiat sieradzki";"dotacje";"ogółem";"2017";30244984,49;"zł";"";
1014000;"Powiat sieradzki";"dotacje";"ogółem";"2018";32544924,02;"zł";"";
1015000;"Powiat skierniewicki";"dotacje";"ogółem";"2014";4771368,54;"zł";"";
1015000;"Powiat skierniewicki";"dotacje";"ogółem";"2015";2580242,78;"zł";"";
1015000;"Powiat skierniewicki";"dotacje";"ogółem";"2016";5753163,28;"zł";"";
1015000;"Powiat skierniewicki";"dotacje";"ogółem";"2017";5918332,85;"zł";"";
1015000;"Powiat skierniewicki";"dotacje";"ogółem";"2018";6102220,57;"zł";"";
1016000;"Powiat tomaszowski";"dotacje";"ogółem";"2014";22875708,81;"zł";"";
1016000;"Powiat tomaszowski";"dotacje";"ogółem";"2015";18846759,39;"zł";"";
1016000;"Powiat tomaszowski";"dotacje";"ogółem";"2016";23989809,82;"zł";"";
1016000;"Powiat tomaszowski";"dotacje";"ogółem";"2017";26118614,17;"zł";"";
1016000;"Powiat tomaszowski";"dotacje";"ogółem";"2018";36339105,76;"zł";"";
1017000;"Powiat wieluński";"dotacje";"ogółem";"2014";15145431,18;"zł";"";
1017000;"Powiat wieluński";"dotacje";"ogółem";"2015";14379952,23;"zł";"";
1017000;"Powiat wieluński";"dotacje";"ogółem";"2016";18005899,73;"zł";"";
1017000;"Powiat wieluński";"dotacje";"ogółem";"2017";21257454,59;"zł";"";
1017000;"Powiat wieluński";"dotacje";"ogółem";"2018";21528486,41;"zł";"";
1018000;"Powiat wieruszowski";"dotacje";"ogółem";"2014";10247007,30;"zł";"";
1018000;"Powiat wieruszowski";"dotacje";"ogółem";"2015";10745435,51;"zł";"";
1018000;"Powiat wieruszowski";"dotacje";"ogółem";"2016";12153517,37;"zł";"";
1018000;"Powiat wieruszowski";"dotacje";"ogółem";"2017";16740319,74;"zł";"";
1018000;"Powiat wieruszowski";"dotacje";"ogółem";"2018";24626227,36;"zł";"";
1019000;"Powiat zduńskowolski";"dotacje";"ogółem";"2014";18628625,06;"zł";"";
1019000;"Powiat zduńskowolski";"dotacje";"ogółem";"2015";20435063,79;"zł";"";
1019000;"Powiat zduńskowolski";"dotacje";"ogółem";"2016";18616282,27;"zł";"";
1019000;"Powiat zduńskowolski";"dotacje";"ogółem";"2017";20425741,16;"zł";"";
1019000;"Powiat zduńskowolski";"dotacje";"ogółem";"2018";33254857,14;"zł";"";
1020000;"Powiat zgierski";"dotacje";"ogółem";"2014";27443670,54;"zł";"";
1020000;"Powiat zgierski";"dotacje";"ogółem";"2015";25187255,72;"zł";"";
1020000;"Powiat zgierski";"dotacje";"ogółem";"2016";28864908,06;"zł";"";
1020000;"Powiat zgierski";"dotacje";"ogółem";"2017";30607867,22;"zł";"";
1020000;"Powiat zgierski";"dotacje";"ogółem";"2018";36675259,91;"zł";"";
1021000;"Powiat brzeziński";"dotacje";"ogółem";"2014";10842535,75;"zł";"";
1021000;"Powiat brzeziński";"dotacje";"ogółem";"2015";11055328,10;"zł";"";
1021000;"Powiat brzeziński";"dotacje";"ogółem";"2016";7475687,43;"zł";"";
1021000;"Powiat brzeziński";"dotacje";"ogółem";"2017";8725409,49;"zł";"";
1021000;"Powiat brzeziński";"dotacje";"ogółem";"2018";11198273,57;"zł";"";
1201000;"Powiat bocheński";"dotacje";"ogółem";"2014";26677510,00;"zł";"";
1201000;"Powiat bocheński";"dotacje";"ogółem";"2015";23861283,07;"zł";"";
1201000;"Powiat bocheński";"dotacje";"ogółem";"2016";16475418,63;"zł";"";
1201000;"Powiat bocheński";"dotacje";"ogółem";"2017";20304819,53;"zł";"";
1201000;"Powiat bocheński";"dotacje";"ogółem";"2018";30488967,52;"zł";"";
1202000;"Powiat brzeski";"dotacje";"ogółem";"2014";19311228,96;"zł";"";
1202000;"Powiat brzeski";"dotacje";"ogółem";"2015";26026099,78;"zł";"";
1202000;"Powiat brzeski";"dotacje";"ogółem";"2016";15164952,02;"zł";"";
1202000;"Powiat brzeski";"dotacje";"ogółem";"2017";17446009,26;"zł";"";
1202000;"Powiat brzeski";"dotacje";"ogółem";"2018";26871507,85;"zł";"";
1203000;"Powiat chrzanowski";"dotacje";"ogółem";"2014";21605256,03;"zł";"";
1203000;"Powiat chrzanowski";"dotacje";"ogółem";"2015";24242123,12;"zł";"";
1203000;"Powiat chrzanowski";"dotacje";"ogółem";"2016";18835085,65;"zł";"";
1203000;"Powiat chrzanowski";"dotacje";"ogółem";"2017";21348490,63;"zł";"";
1203000;"Powiat chrzanowski";"dotacje";"ogółem";"2018";25896004,88;"zł";"";
1204000;"Powiat dąbrowski";"dotacje";"ogółem";"2014";20239060,40;"zł";"";
1204000;"Powiat dąbrowski";"dotacje";"ogółem";"2015";17008835,52;"zł";"";
1204000;"Powiat dąbrowski";"dotacje";"ogółem";"2016";15928970,01;"zł";"";
1204000;"Powiat dąbrowski";"dotacje";"ogółem";"2017";15698495,12;"zł";"";
1204000;"Powiat dąbrowski";"dotacje";"ogółem";"2018";17271641,04;"zł";"";
1205000;"Powiat gorlicki";"dotacje";"ogółem";"2014";37337318,77;"zł";"";
1205000;"Powiat gorlicki";"dotacje";"ogółem";"2015";64095061,53;"zł";"";
1205000;"Powiat gorlicki";"dotacje";"ogółem";"2016";29079797,45;"zł";"";
1205000;"Powiat gorlicki";"dotacje";"ogółem";"2017";20758327,24;"zł";"";
1205000;"Powiat gorlicki";"dotacje";"ogółem";"2018";27430118,19;"zł";"";
1206000;"Powiat krakowski";"dotacje";"ogółem";"2014";36183283,37;"zł";"";
1206000;"Powiat krakowski";"dotacje";"ogółem";"2015";32509822,44;"zł";"";
1206000;"Powiat krakowski";"dotacje";"ogółem";"2016";35617501,43;"zł";"";
1206000;"Powiat krakowski";"dotacje";"ogółem";"2017";43828696,01;"zł";"";
1206000;"Powiat krakowski";"dotacje";"ogółem";"2018";42968271,73;"zł";"";
1207000;"Powiat limanowski";"dotacje";"ogółem";"2014";31622697,46;"zł";"";
1207000;"Powiat limanowski";"dotacje";"ogółem";"2015";26596660,31;"zł";"";
1207000;"Powiat limanowski";"dotacje";"ogółem";"2016";25592800,80;"zł";"";
1207000;"Powiat limanowski";"dotacje";"ogółem";"2017";21876091,23;"zł";"";
1207000;"Powiat limanowski";"dotacje";"ogółem";"2018";32182815,89;"zł";"";
1208000;"Powiat miechowski";"dotacje";"ogółem";"2014";12726914,93;"zł";"";
1208000;"Powiat miechowski";"dotacje";"ogółem";"2015";18916514,49;"zł";"";
1208000;"Powiat miechowski";"dotacje";"ogółem";"2016";15378706,54;"zł";"";
1208000;"Powiat miechowski";"dotacje";"ogółem";"2017";14722017,04;"zł";"";
1208000;"Powiat miechowski";"dotacje";"ogółem";"2018";21136810,13;"zł";"";
1209000;"Powiat myślenicki";"dotacje";"ogółem";"2014";26289419,14;"zł";"";
1209000;"Powiat myślenicki";"dotacje";"ogółem";"2015";15606025,16;"zł";"";
1209000;"Powiat myślenicki";"dotacje";"ogółem";"2016";16813479,09;"zł";"";
1209000;"Powiat myślenicki";"dotacje";"ogółem";"2017";23841486,14;"zł";"";
1209000;"Powiat myślenicki";"dotacje";"ogółem";"2018";24680851,61;"zł";"";
1210000;"Powiat nowosądecki";"dotacje";"ogółem";"2014";39704042,13;"zł";"";
1210000;"Powiat nowosądecki";"dotacje";"ogółem";"2015";67462257,67;"zł";"";
1210000;"Powiat nowosądecki";"dotacje";"ogółem";"2016";27330413,88;"zł";"";
1210000;"Powiat nowosądecki";"dotacje";"ogółem";"2017";28846451,68;"zł";"";
1210000;"Powiat nowosądecki";"dotacje";"ogółem";"2018";39695153,46;"zł";"";
1211000;"Powiat nowotarski";"dotacje";"ogółem";"2014";42403593,98;"zł";"";
1211000;"Powiat nowotarski";"dotacje";"ogółem";"2015";34927557,07;"zł";"";
1211000;"Powiat nowotarski";"dotacje";"ogółem";"2016";30350189,13;"zł";"";
1211000;"Powiat nowotarski";"dotacje";"ogółem";"2017";38909601,64;"zł";"";
1211000;"Powiat nowotarski";"dotacje";"ogółem";"2018";28039815,21;"zł";"";
1212000;"Powiat olkuski";"dotacje";"ogółem";"2014";19763313,84;"zł";"";
1212000;"Powiat olkuski";"dotacje";"ogółem";"2015";21039081,36;"zł";"";
1212000;"Powiat olkuski";"dotacje";"ogółem";"2016";18983216,49;"zł";"";
1212000;"Powiat olkuski";"dotacje";"ogółem";"2017";23405190,29;"zł";"";
1212000;"Powiat olkuski";"dotacje";"ogółem";"2018";29297532,54;"zł";"";
1213000;"Powiat oświęcimski";"dotacje";"ogółem";"2014";37420210,46;"zł";"";
1213000;"Powiat oświęcimski";"dotacje";"ogółem";"2015";25113351,29;"zł";"";
1213000;"Powiat oświęcimski";"dotacje";"ogółem";"2016";36775490,89;"zł";"";
1213000;"Powiat oświęcimski";"dotacje";"ogółem";"2017";34319927,13;"zł";"";
1213000;"Powiat oświęcimski";"dotacje";"ogółem";"2018";31344502,04;"zł";"";
1214000;"Powiat proszowicki";"dotacje";"ogółem";"2014";11222316,45;"zł";"";
1214000;"Powiat proszowicki";"dotacje";"ogółem";"2015";12912235,69;"zł";"";
1214000;"Powiat proszowicki";"dotacje";"ogółem";"2016";14580100,77;"zł";"";
1214000;"Powiat proszowicki";"dotacje";"ogółem";"2017";15272404,97;"zł";"";
1214000;"Powiat proszowicki";"dotacje";"ogółem";"2018";16469737,13;"zł";"";
1215000;"Powiat suski";"dotacje";"ogółem";"2014";23355571,74;"zł";"";
1215000;"Powiat suski";"dotacje";"ogółem";"2015";23258845,76;"zł";"";
1215000;"Powiat suski";"dotacje";"ogółem";"2016";17346921,67;"zł";"";
1215000;"Powiat suski";"dotacje";"ogółem";"2017";24766976,70;"zł";"";
1215000;"Powiat suski";"dotacje";"ogółem";"2018";23020118,05;"zł";"";
1216000;"Powiat tarnowski";"dotacje";"ogółem";"2014";22139431,04;"zł";"";
1216000;"Powiat tarnowski";"dotacje";"ogółem";"2015";17056940,87;"zł";"";
1216000;"Powiat tarnowski";"dotacje";"ogółem";"2016";20957007,98;"zł";"";
1216000;"Powiat tarnowski";"dotacje";"ogółem";"2017";23017017,51;"zł";"";
1216000;"Powiat tarnowski";"dotacje";"ogółem";"2018";35726873,00;"zł";"";
1217000;"Powiat tatrzański";"dotacje";"ogółem";"2014";22893744,73;"zł";"";
1217000;"Powiat tatrzański";"dotacje";"ogółem";"2015";13856366,30;"zł";"";
1217000;"Powiat tatrzański";"dotacje";"ogółem";"2016";15216798,93;"zł";"";
1217000;"Powiat tatrzański";"dotacje";"ogółem";"2017";16745332,66;"zł";"";
1217000;"Powiat tatrzański";"dotacje";"ogółem";"2018";15168322,37;"zł";"";
1218000;"Powiat wadowicki";"dotacje";"ogółem";"2014";25981620,52;"zł";"";
1218000;"Powiat wadowicki";"dotacje";"ogółem";"2015";33173949,16;"zł";"";
1218000;"Powiat wadowicki";"dotacje";"ogółem";"2016";28598182,83;"zł";"";
1218000;"Powiat wadowicki";"dotacje";"ogółem";"2017";31441413,98;"zł";"";
1218000;"Powiat wadowicki";"dotacje";"ogółem";"2018";35754063,28;"zł";"";
1219000;"Powiat wielicki";"dotacje";"ogółem";"2014";15960198,18;"zł";"";
1219000;"Powiat wielicki";"dotacje";"ogółem";"2015";14245166,42;"zł";"";
1219000;"Powiat wielicki";"dotacje";"ogółem";"2016";14241404,97;"zł";"";
1219000;"Powiat wielicki";"dotacje";"ogółem";"2017";17911922,82;"zł";"";
1219000;"Powiat wielicki";"dotacje";"ogółem";"2018";18464229,15;"zł";"";
1401000;"Powiat białobrzeski";"dotacje";"ogółem";"2014";9262990,92;"zł";"";
1401000;"Powiat białobrzeski";"dotacje";"ogółem";"2015";11414714,65;"zł";"";
1401000;"Powiat białobrzeski";"dotacje";"ogółem";"2016";8286115,19;"zł";"";
1401000;"Powiat białobrzeski";"dotacje";"ogółem";"2017";8465276,36;"zł";"";
1401000;"Powiat białobrzeski";"dotacje";"ogółem";"2018";15996535,57;"zł";"";
1402000;"Powiat ciechanowski";"dotacje";"ogółem";"2014";28604030,27;"zł";"";
1402000;"Powiat ciechanowski";"dotacje";"ogółem";"2015";18873289,54;"zł";"";
1402000;"Powiat ciechanowski";"dotacje";"ogółem";"2016";16231532,28;"zł";"";
1402000;"Powiat ciechanowski";"dotacje";"ogółem";"2017";20291124,58;"zł";"";
1402000;"Powiat ciechanowski";"dotacje";"ogółem";"2018";29599607,23;"zł";"";
1403000;"Powiat garwoliński";"dotacje";"ogółem";"2014";29176379,22;"zł";"";
1403000;"Powiat garwoliński";"dotacje";"ogółem";"2015";20952982,81;"zł";"";
1403000;"Powiat garwoliński";"dotacje";"ogółem";"2016";15155478,93;"zł";"";
1403000;"Powiat garwoliński";"dotacje";"ogółem";"2017";24821041,51;"zł";"";
1403000;"Powiat garwoliński";"dotacje";"ogółem";"2018";22466222,04;"zł";"";
1404000;"Powiat gostyniński";"dotacje";"ogółem";"2014";12934165,75;"zł";"";
1404000;"Powiat gostyniński";"dotacje";"ogółem";"2015";11069907,78;"zł";"";
1404000;"Powiat gostyniński";"dotacje";"ogółem";"2016";11591201,49;"zł";"";
1404000;"Powiat gostyniński";"dotacje";"ogółem";"2017";13569588,91;"zł";"";
1404000;"Powiat gostyniński";"dotacje";"ogółem";"2018";13757896,81;"zł";"";
1405000;"Powiat grodziski";"dotacje";"ogółem";"2014";15201582,97;"zł";"";
1405000;"Powiat grodziski";"dotacje";"ogółem";"2015";12912078,27;"zł";"";
1405000;"Powiat grodziski";"dotacje";"ogółem";"2016";17246252,49;"zł";"";
1405000;"Powiat grodziski";"dotacje";"ogółem";"2017";17002018,13;"zł";"";
1405000;"Powiat grodziski";"dotacje";"ogółem";"2018";21561521,73;"zł";"";
1406000;"Powiat grójecki";"dotacje";"ogółem";"2014";19524766,87;"zł";"";
1406000;"Powiat grójecki";"dotacje";"ogółem";"2015";18602940,24;"zł";"";
1406000;"Powiat grójecki";"dotacje";"ogółem";"2016";17676446,96;"zł";"";
1406000;"Powiat grójecki";"dotacje";"ogółem";"2017";21327756,40;"zł";"";
1406000;"Powiat grójecki";"dotacje";"ogółem";"2018";24125813,61;"zł";"";
1407000;"Powiat kozienicki";"dotacje";"ogółem";"2014";12745254,69;"zł";"";
1407000;"Powiat kozienicki";"dotacje";"ogółem";"2015";13726563,10;"zł";"";
1407000;"Powiat kozienicki";"dotacje";"ogółem";"2016";11258407,13;"zł";"";
1407000;"Powiat kozienicki";"dotacje";"ogółem";"2017";14680126,94;"zł";"";
1407000;"Powiat kozienicki";"dotacje";"ogółem";"2018";16086726,62;"zł";"";
1408000;"Powiat legionowski";"dotacje";"ogółem";"2014";18385944,97;"zł";"";
1408000;"Powiat legionowski";"dotacje";"ogółem";"2015";18652921,10;"zł";"";
1408000;"Powiat legionowski";"dotacje";"ogółem";"2016";14784515,82;"zł";"";
1408000;"Powiat legionowski";"dotacje";"ogółem";"2017";14888363,57;"zł";"";
1408000;"Powiat legionowski";"dotacje";"ogółem";"2018";13825436,17;"zł";"";
1409000;"Powiat lipski";"dotacje";"ogółem";"2014";13176794,60;"zł";"";
1409000;"Powiat lipski";"dotacje";"ogółem";"2015";11910513,82;"zł";"";
1409000;"Powiat lipski";"dotacje";"ogółem";"2016";11144724,19;"zł";"";
1409000;"Powiat lipski";"dotacje";"ogółem";"2017";12456485,10;"zł";"";
1409000;"Powiat lipski";"dotacje";"ogółem";"2018";13962534,82;"zł";"";
1410000;"Powiat łosicki";"dotacje";"ogółem";"2014";15922550,33;"zł";"";
1410000;"Powiat łosicki";"dotacje";"ogółem";"2015";13387412,92;"zł";"";
1410000;"Powiat łosicki";"dotacje";"ogółem";"2016";6803833,47;"zł";"";
1410000;"Powiat łosicki";"dotacje";"ogółem";"2017";18218829,71;"zł";"";
