"Kod";"Nazwa";"Rodzaje dotacji";"Przeznaczenie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2806000;"Powiat giżycki";"dotacje";"ogółem";"2018";17772659,82;"zł";"";
2807000;"Powiat iławski";"dotacje";"ogółem";"2014";28057069,80;"zł";"";
2807000;"Powiat iławski";"dotacje";"ogółem";"2015";22926499,08;"zł";"";
2807000;"Powiat iławski";"dotacje";"ogółem";"2016";20859931,08;"zł";"";
2807000;"Powiat iławski";"dotacje";"ogółem";"2017";16267085,16;"zł";"";
2807000;"Powiat iławski";"dotacje";"ogółem";"2018";22709731,73;"zł";"";
2808000;"Powiat kętrzyński";"dotacje";"ogółem";"2014";12989619,89;"zł";"";
2808000;"Powiat kętrzyński";"dotacje";"ogółem";"2015";12816965,72;"zł";"";
2808000;"Powiat kętrzyński";"dotacje";"ogółem";"2016";14426841,18;"zł";"";
2808000;"Powiat kętrzyński";"dotacje";"ogółem";"2017";16186869,62;"zł";"";
2808000;"Powiat kętrzyński";"dotacje";"ogółem";"2018";13667217,77;"zł";"";
2809000;"Powiat lidzbarski";"dotacje";"ogółem";"2014";38210246,55;"zł";"";
2809000;"Powiat lidzbarski";"dotacje";"ogółem";"2015";32239185,51;"zł";"";
2809000;"Powiat lidzbarski";"dotacje";"ogółem";"2016";10147506,85;"zł";"";
2809000;"Powiat lidzbarski";"dotacje";"ogółem";"2017";10497582,97;"zł";"";
2809000;"Powiat lidzbarski";"dotacje";"ogółem";"2018";14647067,24;"zł";"";
2810000;"Powiat mrągowski";"dotacje";"ogółem";"2014";14271067,87;"zł";"";
2810000;"Powiat mrągowski";"dotacje";"ogółem";"2015";11738573,59;"zł";"";
2810000;"Powiat mrągowski";"dotacje";"ogółem";"2016";11219389,03;"zł";"";
2810000;"Powiat mrągowski";"dotacje";"ogółem";"2017";11670407,99;"zł";"";
2810000;"Powiat mrągowski";"dotacje";"ogółem";"2018";12803551,28;"zł";"";
2811000;"Powiat nidzicki";"dotacje";"ogółem";"2014";8364150,41;"zł";"";
2811000;"Powiat nidzicki";"dotacje";"ogółem";"2015";10057391,32;"zł";"";
2811000;"Powiat nidzicki";"dotacje";"ogółem";"2016";10526267,07;"zł";"";
2811000;"Powiat nidzicki";"dotacje";"ogółem";"2017";10717308,59;"zł";"";
2811000;"Powiat nidzicki";"dotacje";"ogółem";"2018";10290105,59;"zł";"";
2812000;"Powiat nowomiejski";"dotacje";"ogółem";"2014";9692596,47;"zł";"";
2812000;"Powiat nowomiejski";"dotacje";"ogółem";"2015";9456513,45;"zł";"";
2812000;"Powiat nowomiejski";"dotacje";"ogółem";"2016";12923692,00;"zł";"";
2812000;"Powiat nowomiejski";"dotacje";"ogółem";"2017";13479605,95;"zł";"";
2812000;"Powiat nowomiejski";"dotacje";"ogółem";"2018";17250249,96;"zł";"";
2813000;"Powiat olecki";"dotacje";"ogółem";"2014";12197909,70;"zł";"";
2813000;"Powiat olecki";"dotacje";"ogółem";"2015";16587581,95;"zł";"";
2813000;"Powiat olecki";"dotacje";"ogółem";"2016";12553689,71;"zł";"";
2813000;"Powiat olecki";"dotacje";"ogółem";"2017";15842863,47;"zł";"";
2813000;"Powiat olecki";"dotacje";"ogółem";"2018";15222866,14;"zł";"";
2814000;"Powiat olsztyński";"dotacje";"ogółem";"2014";35302519,45;"zł";"";
2814000;"Powiat olsztyński";"dotacje";"ogółem";"2015";20708291,59;"zł";"";
2814000;"Powiat olsztyński";"dotacje";"ogółem";"2016";20726705,66;"zł";"";
2814000;"Powiat olsztyński";"dotacje";"ogółem";"2017";26980591,79;"zł";"";
2814000;"Powiat olsztyński";"dotacje";"ogółem";"2018";23673561,55;"zł";"";
2815000;"Powiat ostródzki";"dotacje";"ogółem";"2014";22175743,88;"zł";"";
2815000;"Powiat ostródzki";"dotacje";"ogółem";"2015";23852168,63;"zł";"";
2815000;"Powiat ostródzki";"dotacje";"ogółem";"2016";21297727,47;"zł";"";
2815000;"Powiat ostródzki";"dotacje";"ogółem";"2017";29002856,67;"zł";"";
2815000;"Powiat ostródzki";"dotacje";"ogółem";"2018";33558138,36;"zł";"";
2816000;"Powiat piski";"dotacje";"ogółem";"2014";14843100,12;"zł";"";
2816000;"Powiat piski";"dotacje";"ogółem";"2015";14641125,88;"zł";"";
2816000;"Powiat piski";"dotacje";"ogółem";"2016";11208565,74;"zł";"";
2816000;"Powiat piski";"dotacje";"ogółem";"2017";12859680,02;"zł";"";
2816000;"Powiat piski";"dotacje";"ogółem";"2018";24738410,66;"zł";"";
2817000;"Powiat szczycieński";"dotacje";"ogółem";"2014";18803188,32;"zł";"";
2817000;"Powiat szczycieński";"dotacje";"ogółem";"2015";18830197,06;"zł";"";
2817000;"Powiat szczycieński";"dotacje";"ogółem";"2016";19564539,40;"zł";"";
2817000;"Powiat szczycieński";"dotacje";"ogółem";"2017";21413537,61;"zł";"";
2817000;"Powiat szczycieński";"dotacje";"ogółem";"2018";21435325,99;"zł";"";
2818000;"Powiat gołdapski";"dotacje";"ogółem";"2014";11863464,38;"zł";"";
2818000;"Powiat gołdapski";"dotacje";"ogółem";"2015";10421971,19;"zł";"";
2818000;"Powiat gołdapski";"dotacje";"ogółem";"2016";7007172,74;"zł";"";
2818000;"Powiat gołdapski";"dotacje";"ogółem";"2017";7615885,15;"zł";"";
2818000;"Powiat gołdapski";"dotacje";"ogółem";"2018";17390202,25;"zł";"";
2819000;"Powiat węgorzewski";"dotacje";"ogółem";"2014";13806295,87;"zł";"";
2819000;"Powiat węgorzewski";"dotacje";"ogółem";"2015";12781507,97;"zł";"";
2819000;"Powiat węgorzewski";"dotacje";"ogółem";"2016";12618809,78;"zł";"";
2819000;"Powiat węgorzewski";"dotacje";"ogółem";"2017";14197461,98;"zł";"";
2819000;"Powiat węgorzewski";"dotacje";"ogółem";"2018";15413805,28;"zł";"";
3001000;"Powiat chodzieski";"dotacje";"ogółem";"2014";10474872,54;"zł";"";
3001000;"Powiat chodzieski";"dotacje";"ogółem";"2015";9100010,07;"zł";"";
3001000;"Powiat chodzieski";"dotacje";"ogółem";"2016";7968493,08;"zł";"";
3001000;"Powiat chodzieski";"dotacje";"ogółem";"2017";9504867,67;"zł";"";
3001000;"Powiat chodzieski";"dotacje";"ogółem";"2018";10305989,58;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"dotacje";"ogółem";"2014";20893275,98;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"dotacje";"ogółem";"2015";19308833,09;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"dotacje";"ogółem";"2016";19474733,63;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"dotacje";"ogółem";"2017";22308244,68;"zł";"";
3002000;"Powiat czarnkowsko-trzcianecki";"dotacje";"ogółem";"2018";22355424,23;"zł";"";
3003000;"Powiat gnieźnieński";"dotacje";"ogółem";"2014";19459154,84;"zł";"";
3003000;"Powiat gnieźnieński";"dotacje";"ogółem";"2015";15901972,40;"zł";"";
3003000;"Powiat gnieźnieński";"dotacje";"ogółem";"2016";21421146,01;"zł";"";
3003000;"Powiat gnieźnieński";"dotacje";"ogółem";"2017";23824968,64;"zł";"";
3003000;"Powiat gnieźnieński";"dotacje";"ogółem";"2018";45443878,56;"zł";"";
3004000;"Powiat gostyński";"dotacje";"ogółem";"2014";15109861,23;"zł";"";
3004000;"Powiat gostyński";"dotacje";"ogółem";"2015";15841903,81;"zł";"";
3004000;"Powiat gostyński";"dotacje";"ogółem";"2016";23367054,50;"zł";"";
3004000;"Powiat gostyński";"dotacje";"ogółem";"2017";17860549,60;"zł";"";
3004000;"Powiat gostyński";"dotacje";"ogółem";"2018";18928071,36;"zł";"";
3005000;"Powiat grodziski";"dotacje";"ogółem";"2014";8679258,72;"zł";"";
3005000;"Powiat grodziski";"dotacje";"ogółem";"2015";11010912,33;"zł";"";
3005000;"Powiat grodziski";"dotacje";"ogółem";"2016";8472452,22;"zł";"";
3005000;"Powiat grodziski";"dotacje";"ogółem";"2017";6773857,79;"zł";"";
3005000;"Powiat grodziski";"dotacje";"ogółem";"2018";9478738,43;"zł";"";
3006000;"Powiat jarociński";"dotacje";"ogółem";"2014";15312670,22;"zł";"";
3006000;"Powiat jarociński";"dotacje";"ogółem";"2015";18436516,97;"zł";"";
3006000;"Powiat jarociński";"dotacje";"ogółem";"2016";14418213,38;"zł";"";
3006000;"Powiat jarociński";"dotacje";"ogółem";"2017";17264604,09;"zł";"";
3006000;"Powiat jarociński";"dotacje";"ogółem";"2018";21411458,37;"zł";"";
3007000;"Powiat kaliski";"dotacje";"ogółem";"2014";8166913,79;"zł";"";
3007000;"Powiat kaliski";"dotacje";"ogółem";"2015";13170472,25;"zł";"";
3007000;"Powiat kaliski";"dotacje";"ogółem";"2016";9812010,50;"zł";"";
3007000;"Powiat kaliski";"dotacje";"ogółem";"2017";8750818,68;"zł";"";
3007000;"Powiat kaliski";"dotacje";"ogółem";"2018";21109732,38;"zł";"";
3008000;"Powiat kępiński";"dotacje";"ogółem";"2014";12416141,96;"zł";"";
3008000;"Powiat kępiński";"dotacje";"ogółem";"2015";10368774,80;"zł";"";
3008000;"Powiat kępiński";"dotacje";"ogółem";"2016";11901315,65;"zł";"";
3008000;"Powiat kępiński";"dotacje";"ogółem";"2017";19680848,31;"zł";"";
3008000;"Powiat kępiński";"dotacje";"ogółem";"2018";21503501,53;"zł";"";
3009000;"Powiat kolski";"dotacje";"ogółem";"2014";14679575,83;"zł";"";
3009000;"Powiat kolski";"dotacje";"ogółem";"2015";11882679,33;"zł";"";
3009000;"Powiat kolski";"dotacje";"ogółem";"2016";14905643,14;"zł";"";
3009000;"Powiat kolski";"dotacje";"ogółem";"2017";13958903,41;"zł";"";
3009000;"Powiat kolski";"dotacje";"ogółem";"2018";15134708,91;"zł";"";
3010000;"Powiat koniński";"dotacje";"ogółem";"2014";20285642,29;"zł";"";
3010000;"Powiat koniński";"dotacje";"ogółem";"2015";17287761,16;"zł";"";
3010000;"Powiat koniński";"dotacje";"ogółem";"2016";15883377,59;"zł";"";
3010000;"Powiat koniński";"dotacje";"ogółem";"2017";26737174,04;"zł";"";
3010000;"Powiat koniński";"dotacje";"ogółem";"2018";32292413,48;"zł";"";
3011000;"Powiat kościański";"dotacje";"ogółem";"2014";12576180,44;"zł";"";
3011000;"Powiat kościański";"dotacje";"ogółem";"2015";16179302,01;"zł";"";
3011000;"Powiat kościański";"dotacje";"ogółem";"2016";17951911,52;"zł";"";
3011000;"Powiat kościański";"dotacje";"ogółem";"2017";27977514,36;"zł";"";
3011000;"Powiat kościański";"dotacje";"ogółem";"2018";31140092,30;"zł";"";
3012000;"Powiat krotoszyński";"dotacje";"ogółem";"2014";16575984,95;"zł";"";
3012000;"Powiat krotoszyński";"dotacje";"ogółem";"2015";14601541,28;"zł";"";
3012000;"Powiat krotoszyński";"dotacje";"ogółem";"2016";10646980,87;"zł";"";
3012000;"Powiat krotoszyński";"dotacje";"ogółem";"2017";15800855,42;"zł";"";
3012000;"Powiat krotoszyński";"dotacje";"ogółem";"2018";20130141,63;"zł";"";
3013000;"Powiat leszczyński";"dotacje";"ogółem";"2014";8504338,13;"zł";"";
3013000;"Powiat leszczyński";"dotacje";"ogółem";"2015";11343779,00;"zł";"";
3013000;"Powiat leszczyński";"dotacje";"ogółem";"2016";5708512,34;"zł";"";
3013000;"Powiat leszczyński";"dotacje";"ogółem";"2017";31584044,72;"zł";"";
3013000;"Powiat leszczyński";"dotacje";"ogółem";"2018";34615415,47;"zł";"";
3014000;"Powiat międzychodzki";"dotacje";"ogółem";"2014";13190852,81;"zł";"";
3014000;"Powiat międzychodzki";"dotacje";"ogółem";"2015";11475088,18;"zł";"";
3014000;"Powiat międzychodzki";"dotacje";"ogółem";"2016";14180033,45;"zł";"";
3014000;"Powiat międzychodzki";"dotacje";"ogółem";"2017";14901471,89;"zł";"";
3014000;"Powiat międzychodzki";"dotacje";"ogółem";"2018";13871618,31;"zł";"";
3015000;"Powiat nowotomyski";"dotacje";"ogółem";"2014";8364435,17;"zł";"";
3015000;"Powiat nowotomyski";"dotacje";"ogółem";"2015";8713036,01;"zł";"";
3015000;"Powiat nowotomyski";"dotacje";"ogółem";"2016";13785187,96;"zł";"";
3015000;"Powiat nowotomyski";"dotacje";"ogółem";"2017";12400297,99;"zł";"";
3015000;"Powiat nowotomyski";"dotacje";"ogółem";"2018";9136489,28;"zł";"";
3016000;"Powiat obornicki";"dotacje";"ogółem";"2014";12262968,49;"zł";"";
3016000;"Powiat obornicki";"dotacje";"ogółem";"2015";14149064,88;"zł";"";
3016000;"Powiat obornicki";"dotacje";"ogółem";"2016";10886637,16;"zł";"";
3016000;"Powiat obornicki";"dotacje";"ogółem";"2017";14234986,19;"zł";"";
3016000;"Powiat obornicki";"dotacje";"ogółem";"2018";11538988,79;"zł";"";
3017000;"Powiat ostrowski";"dotacje";"ogółem";"2014";26190878,80;"zł";"";
3017000;"Powiat ostrowski";"dotacje";"ogółem";"2015";20257134,60;"zł";"";
3017000;"Powiat ostrowski";"dotacje";"ogółem";"2016";20848819,26;"zł";"";
3017000;"Powiat ostrowski";"dotacje";"ogółem";"2017";26026741,07;"zł";"";
3017000;"Powiat ostrowski";"dotacje";"ogółem";"2018";36659992,22;"zł";"";
3018000;"Powiat ostrzeszowski";"dotacje";"ogółem";"2014";13986676,12;"zł";"";
3018000;"Powiat ostrzeszowski";"dotacje";"ogółem";"2015";13578161,06;"zł";"";
3018000;"Powiat ostrzeszowski";"dotacje";"ogółem";"2016";13522816,28;"zł";"";
3018000;"Powiat ostrzeszowski";"dotacje";"ogółem";"2017";14085928,94;"zł";"";
3018000;"Powiat ostrzeszowski";"dotacje";"ogółem";"2018";14877246,43;"zł";"";
3019000;"Powiat pilski";"dotacje";"ogółem";"2014";25605234,84;"zł";"";
3019000;"Powiat pilski";"dotacje";"ogółem";"2015";24517910,11;"zł";"";
3019000;"Powiat pilski";"dotacje";"ogółem";"2016";23925365,01;"zł";"";
3019000;"Powiat pilski";"dotacje";"ogółem";"2017";27096921,75;"zł";"";
3019000;"Powiat pilski";"dotacje";"ogółem";"2018";33350470,25;"zł";"";
3020000;"Powiat pleszewski";"dotacje";"ogółem";"2014";21410070,45;"zł";"";
3020000;"Powiat pleszewski";"dotacje";"ogółem";"2015";20764734,14;"zł";"";
3020000;"Powiat pleszewski";"dotacje";"ogółem";"2016";17884579,34;"zł";"";
3020000;"Powiat pleszewski";"dotacje";"ogółem";"2017";21653167,47;"zł";"";
3020000;"Powiat pleszewski";"dotacje";"ogółem";"2018";22687591,82;"zł";"";
3021000;"Powiat poznański";"dotacje";"ogółem";"2014";44604584,74;"zł";"";
3021000;"Powiat poznański";"dotacje";"ogółem";"2015";33757426,24;"zł";"";
3021000;"Powiat poznański";"dotacje";"ogółem";"2016";32448148,43;"zł";"";
3021000;"Powiat poznański";"dotacje";"ogółem";"2017";41895584,40;"zł";"";
3021000;"Powiat poznański";"dotacje";"ogółem";"2018";66109167,92;"zł";"";
3022000;"Powiat rawicki";"dotacje";"ogółem";"2014";12678602,99;"zł";"";
3022000;"Powiat rawicki";"dotacje";"ogółem";"2015";11573585,43;"zł";"";
3022000;"Powiat rawicki";"dotacje";"ogółem";"2016";12370807,90;"zł";"";
3022000;"Powiat rawicki";"dotacje";"ogółem";"2017";13621631,00;"zł";"";
3022000;"Powiat rawicki";"dotacje";"ogółem";"2018";17099398,65;"zł";"";
3023000;"Powiat słupecki";"dotacje";"ogółem";"2014";20343154,73;"zł";"";
3023000;"Powiat słupecki";"dotacje";"ogółem";"2015";11837524,95;"zł";"";
3023000;"Powiat słupecki";"dotacje";"ogółem";"2016";12380669,37;"zł";"";
3023000;"Powiat słupecki";"dotacje";"ogółem";"2017";13545618,97;"zł";"";
3023000;"Powiat słupecki";"dotacje";"ogółem";"2018";16243025,77;"zł";"";
3024000;"Powiat szamotulski";"dotacje";"ogółem";"2014";17406494,67;"zł";"";
3024000;"Powiat szamotulski";"dotacje";"ogółem";"2015";16020709,81;"zł";"";
3024000;"Powiat szamotulski";"dotacje";"ogółem";"2016";15641790,73;"zł";"";
3024000;"Powiat szamotulski";"dotacje";"ogółem";"2017";18336140,96;"zł";"";
3024000;"Powiat szamotulski";"dotacje";"ogółem";"2018";17969406,51;"zł";"";
3025000;"Powiat średzki";"dotacje";"ogółem";"2014";12244040,11;"zł";"";
3025000;"Powiat średzki";"dotacje";"ogółem";"2015";10827755,64;"zł";"";
3025000;"Powiat średzki";"dotacje";"ogółem";"2016";11110514,12;"zł";"";
3025000;"Powiat średzki";"dotacje";"ogółem";"2017";14838897,17;"zł";"";
3025000;"Powiat średzki";"dotacje";"ogółem";"2018";13337141,68;"zł";"";
3026000;"Powiat śremski";"dotacje";"ogółem";"2014";11670973,95;"zł";"";
3026000;"Powiat śremski";"dotacje";"ogółem";"2015";9985255,17;"zł";"";
3026000;"Powiat śremski";"dotacje";"ogółem";"2016";10735235,10;"zł";"";
3026000;"Powiat śremski";"dotacje";"ogółem";"2017";13226323,66;"zł";"";
3026000;"Powiat śremski";"dotacje";"ogółem";"2018";10100823,00;"zł";"";
3027000;"Powiat turecki";"dotacje";"ogółem";"2014";14687644,70;"zł";"";
3027000;"Powiat turecki";"dotacje";"ogółem";"2015";11517301,92;"zł";"";
3027000;"Powiat turecki";"dotacje";"ogółem";"2016";13133526,51;"zł";"";
3027000;"Powiat turecki";"dotacje";"ogółem";"2017";17981535,59;"zł";"";
3027000;"Powiat turecki";"dotacje";"ogółem";"2018";17941794,40;"zł";"";
3028000;"Powiat wągrowiecki";"dotacje";"ogółem";"2014";13963236,05;"zł";"";
3028000;"Powiat wągrowiecki";"dotacje";"ogółem";"2015";10816511,14;"zł";"";
3028000;"Powiat wągrowiecki";"dotacje";"ogółem";"2016";11957854,91;"zł";"";
3028000;"Powiat wągrowiecki";"dotacje";"ogółem";"2017";12299142,20;"zł";"";
3028000;"Powiat wągrowiecki";"dotacje";"ogółem";"2018";14711342,76;"zł";"";
3029000;"Powiat wolsztyński";"dotacje";"ogółem";"2014";12990434,33;"zł";"";
3029000;"Powiat wolsztyński";"dotacje";"ogółem";"2015";12604286,59;"zł";"";
3029000;"Powiat wolsztyński";"dotacje";"ogółem";"2016";14522522,42;"zł";"";
3029000;"Powiat wolsztyński";"dotacje";"ogółem";"2017";12470491,30;"zł";"";
3029000;"Powiat wolsztyński";"dotacje";"ogółem";"2018";14330562,25;"zł";"";
3030000;"Powiat wrzesiński";"dotacje";"ogółem";"2014";10928666,55;"zł";"";
3030000;"Powiat wrzesiński";"dotacje";"ogółem";"2015";10277034,76;"zł";"";
3030000;"Powiat wrzesiński";"dotacje";"ogółem";"2016";9248162,80;"zł";"";
3030000;"Powiat wrzesiński";"dotacje";"ogółem";"2017";13542535,72;"zł";"";
3030000;"Powiat wrzesiński";"dotacje";"ogółem";"2018";43517582,19;"zł";"";
3031000;"Powiat złotowski";"dotacje";"ogółem";"2014";16254098,16;"zł";"";
3031000;"Powiat złotowski";"dotacje";"ogółem";"2015";8333675,32;"zł";"";
3031000;"Powiat złotowski";"dotacje";"ogółem";"2016";10251686,36;"zł";"";
3031000;"Powiat złotowski";"dotacje";"ogółem";"2017";10521897,66;"zł";"";
3031000;"Powiat złotowski";"dotacje";"ogółem";"2018";18005899,70;"zł";"";
3201000;"Powiat białogardzki";"dotacje";"ogółem";"2014";13933473,82;"zł";"";
3201000;"Powiat białogardzki";"dotacje";"ogółem";"2015";11331670,44;"zł";"";
3201000;"Powiat białogardzki";"dotacje";"ogółem";"2016";14505788,85;"zł";"";
3201000;"Powiat białogardzki";"dotacje";"ogółem";"2017";15278582,62;"zł";"";
3201000;"Powiat białogardzki";"dotacje";"ogółem";"2018";10462946,53;"zł";"";
3202000;"Powiat choszczeński";"dotacje";"ogółem";"2014";14417595,28;"zł";"";
3202000;"Powiat choszczeński";"dotacje";"ogółem";"2015";14845049,68;"zł";"";
3202000;"Powiat choszczeński";"dotacje";"ogółem";"2016";9593208,16;"zł";"";
3202000;"Powiat choszczeński";"dotacje";"ogółem";"2017";13570345,66;"zł";"";
3202000;"Powiat choszczeński";"dotacje";"ogółem";"2018";21967243,76;"zł";"";
3203000;"Powiat drawski";"dotacje";"ogółem";"2014";16951353,27;"zł";"";
3203000;"Powiat drawski";"dotacje";"ogółem";"2015";14805583,47;"zł";"";
3203000;"Powiat drawski";"dotacje";"ogółem";"2016";11213377,54;"zł";"";
3203000;"Powiat drawski";"dotacje";"ogółem";"2017";13018204,59;"zł";"";
3203000;"Powiat drawski";"dotacje";"ogółem";"2018";16766423,35;"zł";"";
3204000;"Powiat goleniowski";"dotacje";"ogółem";"2014";22875529,36;"zł";"";
3204000;"Powiat goleniowski";"dotacje";"ogółem";"2015";14051448,07;"zł";"";
3204000;"Powiat goleniowski";"dotacje";"ogółem";"2016";18473578,12;"zł";"";
3204000;"Powiat goleniowski";"dotacje";"ogółem";"2017";15338843,52;"zł";"";
3204000;"Powiat goleniowski";"dotacje";"ogółem";"2018";19729686,27;"zł";"";
3205000;"Powiat gryficki";"dotacje";"ogółem";"2014";20674527,92;"zł";"";
3205000;"Powiat gryficki";"dotacje";"ogółem";"2015";16402437,88;"zł";"";
3205000;"Powiat gryficki";"dotacje";"ogółem";"2016";15003772,67;"zł";"";
3205000;"Powiat gryficki";"dotacje";"ogółem";"2017";22431812,77;"zł";"";
3205000;"Powiat gryficki";"dotacje";"ogółem";"2018";21007901,66;"zł";"";
3206000;"Powiat gryfiński";"dotacje";"ogółem";"2014";19949640,39;"zł";"";
3206000;"Powiat gryfiński";"dotacje";"ogółem";"2015";17084041,54;"zł";"";
3206000;"Powiat gryfiński";"dotacje";"ogółem";"2016";19140497,92;"zł";"";
3206000;"Powiat gryfiński";"dotacje";"ogółem";"2017";20894580,92;"zł";"";
3206000;"Powiat gryfiński";"dotacje";"ogółem";"2018";20483088,46;"zł";"";
3207000;"Powiat kamieński";"dotacje";"ogółem";"2014";11820473,19;"zł";"";
3207000;"Powiat kamieński";"dotacje";"ogółem";"2015";8561611,95;"zł";"";
3207000;"Powiat kamieński";"dotacje";"ogółem";"2016";8322427,76;"zł";"";
3207000;"Powiat kamieński";"dotacje";"ogółem";"2017";11918848,70;"zł";"";
3207000;"Powiat kamieński";"dotacje";"ogółem";"2018";11685130,77;"zł";"";
3208000;"Powiat kołobrzeski";"dotacje";"ogółem";"2014";12168193,53;"zł";"";
3208000;"Powiat kołobrzeski";"dotacje";"ogółem";"2015";16454189,14;"zł";"";
3208000;"Powiat kołobrzeski";"dotacje";"ogółem";"2016";17662398,92;"zł";"";
3208000;"Powiat kołobrzeski";"dotacje";"ogółem";"2017";17129999,32;"zł";"";
3208000;"Powiat kołobrzeski";"dotacje";"ogółem";"2018";15955206,51;"zł";"";
3209000;"Powiat koszaliński";"dotacje";"ogółem";"2014";29300146,89;"zł";"";
3209000;"Powiat koszaliński";"dotacje";"ogółem";"2015";29079637,38;"zł";"";
3209000;"Powiat koszaliński";"dotacje";"ogółem";"2016";29847937,17;"zł";"";
3209000;"Powiat koszaliński";"dotacje";"ogółem";"2017";28790749,61;"zł";"";
3209000;"Powiat koszaliński";"dotacje";"ogółem";"2018";32337194,03;"zł";"";
3210000;"Powiat myśliborski";"dotacje";"ogółem";"2014";18730769,80;"zł";"";
3210000;"Powiat myśliborski";"dotacje";"ogółem";"2015";16127295,43;"zł";"";
3210000;"Powiat myśliborski";"dotacje";"ogółem";"2016";12014343,17;"zł";"";
3210000;"Powiat myśliborski";"dotacje";"ogółem";"2017";13545269,79;"zł";"";
3210000;"Powiat myśliborski";"dotacje";"ogółem";"2018";16422128,64;"zł";"";
3211000;"Powiat policki";"dotacje";"ogółem";"2014";10920685,21;"zł";"";
3211000;"Powiat policki";"dotacje";"ogółem";"2015";7798096,26;"zł";"";
3211000;"Powiat policki";"dotacje";"ogółem";"2016";10647991,13;"zł";"";
3211000;"Powiat policki";"dotacje";"ogółem";"2017";16162104,83;"zł";"";
3211000;"Powiat policki";"dotacje";"ogółem";"2018";23588927,29;"zł";"";
3212000;"Powiat pyrzycki";"dotacje";"ogółem";"2014";11330190,50;"zł";"";
3212000;"Powiat pyrzycki";"dotacje";"ogółem";"2015";9028758,47;"zł";"";
3212000;"Powiat pyrzycki";"dotacje";"ogółem";"2016";9460921,47;"zł";"";
3212000;"Powiat pyrzycki";"dotacje";"ogółem";"2017";8576708,70;"zł";"";
3212000;"Powiat pyrzycki";"dotacje";"ogółem";"2018";10265883,80;"zł";"";
3213000;"Powiat sławieński";"dotacje";"ogółem";"2014";15641059,83;"zł";"";
3213000;"Powiat sławieński";"dotacje";"ogółem";"2015";15169660,34;"zł";"";
3213000;"Powiat sławieński";"dotacje";"ogółem";"2016";16895522,02;"zł";"";
3213000;"Powiat sławieński";"dotacje";"ogółem";"2017";11254923,57;"zł";"";
3213000;"Powiat sławieński";"dotacje";"ogółem";"2018";14339803,21;"zł";"";
3214000;"Powiat stargardzki";"dotacje";"ogółem";"2014";16765067,00;"zł";"";
3214000;"Powiat stargardzki";"dotacje";"ogółem";"2015";16424900,50;"zł";"";
3214000;"Powiat stargardzki";"dotacje";"ogółem";"2016";14809654,35;"zł";"";
3214000;"Powiat stargardzki";"dotacje";"ogółem";"2017";21520698,09;"zł";"";
3214000;"Powiat stargardzki";"dotacje";"ogółem";"2018";21779189,26;"zł";"";
3215000;"Powiat szczecinecki";"dotacje";"ogółem";"2014";23340134,04;"zł";"";
3215000;"Powiat szczecinecki";"dotacje";"ogółem";"2015";22231779,81;"zł";"";
3215000;"Powiat szczecinecki";"dotacje";"ogółem";"2016";17436746,43;"zł";"";
3215000;"Powiat szczecinecki";"dotacje";"ogółem";"2017";13195631,65;"zł";"";
3215000;"Powiat szczecinecki";"dotacje";"ogółem";"2018";24986980,51;"zł";"";
3216000;"Powiat świdwiński";"dotacje";"ogółem";"2014";11198375,19;"zł";"";
3216000;"Powiat świdwiński";"dotacje";"ogółem";"2015";13243957,24;"zł";"";
3216000;"Powiat świdwiński";"dotacje";"ogółem";"2016";11307586,58;"zł";"";
3216000;"Powiat świdwiński";"dotacje";"ogółem";"2017";13215779,07;"zł";"";
3216000;"Powiat świdwiński";"dotacje";"ogółem";"2018";16557870,93;"zł";"";
3217000;"Powiat wałecki";"dotacje";"ogółem";"2014";12478309,10;"zł";"";
3217000;"Powiat wałecki";"dotacje";"ogółem";"2015";8165170,95;"zł";"";
3217000;"Powiat wałecki";"dotacje";"ogółem";"2016";8040557,17;"zł";"";
3217000;"Powiat wałecki";"dotacje";"ogółem";"2017";12656385,48;"zł";"";
3217000;"Powiat wałecki";"dotacje";"ogółem";"2018";21817326,12;"zł";"";
3218000;"Powiat łobeski";"dotacje";"ogółem";"2014";12370266,19;"zł";"";
3218000;"Powiat łobeski";"dotacje";"ogółem";"2015";8936479,57;"zł";"";
3218000;"Powiat łobeski";"dotacje";"ogółem";"2016";9851878,77;"zł";"";
3218000;"Powiat łobeski";"dotacje";"ogółem";"2017";12085894,59;"zł";"";
3218000;"Powiat łobeski";"dotacje";"ogółem";"2018";13922962,06;"zł";"";
